"Index","anom_location"
2014-06-21 08:50:00,"TumbleDryer"
2014-06-21 12:50:00,"TumbleDryer"
2014-06-22 00:50:00,"Toaster"
2014-06-23 11:50:00,"Kettle"
2014-06-23 18:50:00,"Fridge.Freezer"
2014-06-23 22:50:00,"Toaster"
2014-06-25 17:50:00,"Toaster"
2014-06-25 22:50:00,"Toaster"
2014-06-25 23:50:00,"Dishwasher"
2014-06-26 12:50:00,"Dishwasher"
2014-06-26 18:50:00,"TumbleDryer"
2014-06-27 02:50:00,"Toaster"
2014-06-27 04:50:00,"Toaster"
2014-06-27 07:50:00,"Kettle"
2014-06-27 12:50:00,"Toaster"
2014-06-28 12:50:00,"TumbleDryer"
2014-06-30 11:50:00,"Dishwasher"
2014-07-02 03:50:00,"Toaster"
2014-07-09 18:50:00,"Kettle"
2014-07-09 20:50:00,"Toaster"
2014-07-10 05:50:00,"Dishwasher"
2014-07-10 06:50:00,"Toaster"
2014-07-10 07:50:00,"Fridge.Freezer"
2014-07-10 10:50:00,"Toaster"
2014-07-10 11:50:00,"Dishwasher"
2014-07-10 12:50:00,"Fridge.Freezer"
2014-07-10 14:50:00,"Toaster"
2014-07-11 08:50:00,"TumbleDryer"
2014-07-11 22:50:00,"Toaster"
2014-07-12 16:50:00,"Toaster"
2014-07-13 11:50:00,"Dishwasher"
2014-07-13 17:50:00,"Dishwasher"
2014-07-15 17:50:00,"Kettle"
2014-07-16 08:50:00,"TumbleDryer"
2014-07-17 16:50:00,"Microwave"
2014-07-18 00:50:00,"Toaster"
2014-07-18 04:50:00,"Toaster"
2014-07-20 10:50:00,"Kettle"
2014-07-20 11:50:00,"Fridge.Freezer"
2014-07-21 09:50:00,"Dishwasher"
2014-07-22 03:50:00,"Dishwasher"
2014-07-22 04:50:00,"Toaster"
2014-07-23 22:50:00,"Toaster"
2014-07-24 00:50:00,"Toaster"
2014-07-24 12:50:00,"Dishwasher"
2014-07-24 19:50:00,"Toaster"
2014-07-24 20:50:00,"Toaster"
2014-07-25 07:50:00,"Kettle"
2014-07-29 10:50:00,"Kettle"
2014-07-29 12:50:00,"Toaster"
2014-07-31 11:50:00,"Fridge.Freezer"
2014-07-31 20:50:00,"Dishwasher"
2014-08-01 14:50:00,"Toaster"
2014-08-02 01:50:00,"Toaster"
2014-08-02 02:50:00,"Toaster"
2014-08-02 04:50:00,"Toaster"
2014-08-02 05:50:00,"Toaster"
2014-08-03 10:50:00,"Toaster"
2014-08-03 11:50:00,"Dishwasher"
2014-08-05 04:50:00,"Toaster"
2014-08-05 05:50:00,"Kettle"
2014-08-09 08:50:00,"TumbleDryer"
2014-08-09 15:50:00,"Toaster"
2014-08-09 16:50:00,"TumbleDryer"
2014-08-09 22:50:00,"Toaster"
2014-08-10 13:50:00,"TumbleDryer"
2014-08-10 14:50:00,"TumbleDryer"
2014-08-10 16:50:00,"TumbleDryer"
2014-08-10 18:50:00,"TumbleDryer"
2014-08-10 19:50:00,"Dishwasher"
2014-08-10 20:50:00,"TumbleDryer"
2014-08-10 21:50:00,"TumbleDryer"
2014-08-11 10:50:00,"Dishwasher"
2014-08-12 12:50:00,"Dishwasher"
2014-08-12 14:50:00,"Kettle"
2014-08-12 15:50:00,"Kettle"
2014-08-12 20:50:00,"TumbleDryer"
2014-08-13 06:50:00,"Dishwasher"
2014-08-13 07:50:00,"Toaster"
2014-08-13 09:50:00,"Toaster"
2014-08-13 16:50:00,"Kettle"
2014-08-13 19:50:00,"Kettle"
2014-08-14 13:50:00,"Fridge.Freezer"
2014-08-15 20:50:00,"Toaster"
2014-08-17 22:50:00,"Dishwasher"
2014-08-18 13:50:00,"Microwave"
2014-08-18 18:50:00,"TumbleDryer"
2014-08-20 08:50:00,"Dishwasher"
2014-08-20 15:50:00,"TumbleDryer"
2014-08-23 10:50:00,"TumbleDryer"
2014-08-25 04:50:00,"Toaster"
2014-08-27 07:50:00,"Toaster"
2014-08-28 18:50:00,"TumbleDryer"
2014-08-28 21:50:00,"Dishwasher"
2014-08-29 10:50:00,"TumbleDryer"
2014-08-29 14:50:00,"TumbleDryer"
