"Index","anom_location"
2014-06-22 11:50:00,"Fridge.Freezer_1"
2014-06-22 19:50:00,"ComputerSite"
2014-06-24 07:50:00,"Fridge.Freezer_1"
2014-06-27 15:50:00,"Fridge.Freezer_1"
2014-06-28 07:50:00,"ElectricHeater_1"
2014-06-28 09:50:00,"TelevisionSite"
2014-06-28 10:50:00,"Fridge.Freezer_1"
2014-06-29 09:50:00,"ComputerSite"
2014-06-29 12:50:00,"Fridge.Freezer_1"
2014-06-29 15:50:00,"Dehumidifier"
2014-06-30 16:50:00,"WashingMachine"
2014-07-01 23:50:00,"Fridge.Freezer_1"
2014-07-02 02:50:00,"Fridge.Freezer_1"
2014-07-02 20:50:00,"WashingMachine"
2014-07-02 21:50:00,"Fridge.Freezer_1"
2014-07-06 10:50:00,"Fridge.Freezer_1"
2014-07-06 11:50:00,"Fridge.Freezer_1"
2014-07-06 13:50:00,"Fridge.Freezer_1"
2014-07-06 21:50:00,"Fridge.Freezer_1"
2014-07-07 00:50:00,"Fridge.Freezer_1"
2014-07-08 16:50:00,"ElectricHeater_1"
2014-07-08 23:50:00,"Fridge.Freezer_1"
2014-07-09 23:50:00,"Fridge.Freezer_1"
2014-07-10 09:50:00,"WashingMachine"
2014-07-10 13:50:00,"Fridge.Freezer_1"
2014-07-10 15:50:00,"Fridge.Freezer_1"
2014-07-11 01:50:00,"Fridge.Freezer_1"
2014-07-11 19:50:00,"Fridge.Freezer_1"
2014-07-12 11:50:00,"Fridge.Freezer_1"
2014-07-12 22:50:00,"Fridge.Freezer_1"
2014-07-13 14:50:00,"ElectricHeater_1"
2014-07-13 15:50:00,"Dehumidifier"
2014-07-13 22:50:00,"Fridge.Freezer_1"
2014-07-13 23:50:00,"Fridge.Freezer_1"
2014-07-15 03:50:00,"Fridge.Freezer_1"
2014-07-20 06:50:00,"Fridge.Freezer_1"
2014-08-08 17:50:00,"Dehumidifier"
2014-08-08 18:50:00,"TelevisionSite"
2014-08-08 19:50:00,"ElectricHeater_1"
2014-08-08 20:50:00,"Fridge.Freezer_1"
2014-08-08 21:50:00,"Fridge.Freezer_1"
2014-08-08 22:50:00,"Fridge.Freezer_1"
2014-08-08 23:50:00,"Fridge.Freezer_1"
2014-08-09 01:50:00,"Fridge.Freezer_1"
2014-08-09 02:50:00,"Fridge.Freezer_1"
2014-08-09 03:50:00,"Fridge.Freezer_1"
2014-08-09 04:50:00,"Fridge.Freezer_1"
2014-08-09 05:50:00,"Fridge.Freezer_1"
2014-08-09 06:50:00,"WashingMachine"
2014-08-09 07:50:00,"WashingMachine"
2014-08-09 08:50:00,"WashingMachine"
2014-08-09 09:50:00,"Fridge.Freezer_1"
2014-08-09 10:50:00,"Fridge.Freezer_1"
2014-08-09 11:50:00,"TelevisionSite"
2014-08-09 17:50:00,"ElectricHeater_1"
2014-08-10 01:50:00,"Fridge.Freezer_1"
2014-08-10 02:50:00,"Fridge.Freezer_1"
2014-08-10 05:50:00,"Fridge.Freezer_1"
2014-08-10 18:50:00,"ComputerSite"
2014-08-10 21:50:00,"Fridge.Freezer_1"
2014-08-11 07:50:00,"Fridge.Freezer_1"
2014-08-11 13:50:00,"ElectricHeater_1"
2014-08-11 14:50:00,"TelevisionSite"
2014-08-11 16:50:00,"Fridge.Freezer_1"
2014-08-11 19:50:00,"Fridge.Freezer_1"
2014-08-12 03:50:00,"Fridge.Freezer_1"
2014-08-12 05:50:00,"Fridge.Freezer_1"
2014-08-12 07:50:00,"Fridge.Freezer_1"
2014-08-12 13:50:00,"Fridge.Freezer_1"
2014-08-12 20:50:00,"ComputerSite"
2014-08-14 04:50:00,"WashingMachine"
2014-08-14 08:50:00,"Fridge.Freezer_1"
2014-08-14 15:50:00,"Dehumidifier"
2014-08-15 04:50:00,"Fridge.Freezer_1"
2014-08-15 06:50:00,"WashingMachine"
2014-08-15 17:50:00,"Fridge.Freezer_1"
2014-08-17 05:50:00,"Fridge.Freezer_1"
2014-08-17 16:50:00,"Fridge.Freezer_1"
2014-08-19 13:50:00,"Fridge.Freezer_1"
2014-08-20 17:50:00,"WashingMachine"
2014-08-21 04:50:00,"Fridge.Freezer_1"
2014-08-21 10:50:00,"ElectricHeater_1"
2014-08-21 22:50:00,"Fridge.Freezer_1"
2014-08-23 09:50:00,"ComputerSite"
2014-08-24 04:50:00,"Fridge.Freezer_1"
2014-08-25 15:50:00,"WashingMachine"
2014-08-27 06:50:00,"Fridge.Freezer_1"
2014-08-28 03:50:00,"Fridge.Freezer_1"
