"Index","anom_location"
2014-06-21 09:50:00,"TelevisionSite"
2014-06-21 10:50:00,"TelevisionSite"
2014-06-21 11:50:00,"TelevisionSite"
2014-06-24 17:50:00,"Kettle"
2014-06-25 00:50:00,"TelevisionSite"
2014-06-25 01:50:00,"TelevisionSite"
2014-06-26 05:50:00,"TelevisionSite"
2014-06-26 07:50:00,"TelevisionSite"
2014-06-27 18:50:00,"Kettle"
2014-06-27 20:50:00,"Fridge.Freezer"
2014-06-28 11:50:00,"TelevisionSite"
2014-06-29 01:50:00,"TelevisionSite"
2014-06-29 11:50:00,"Fridge.Freezer"
2014-06-29 13:50:00,"TelevisionSite"
2014-06-29 14:50:00,"ElectricHeater"
2014-06-29 15:50:00,"TelevisionSite"
2014-06-30 08:50:00,"TelevisionSite"
2014-06-30 22:50:00,"Kettle"
2014-07-01 17:50:00,"Kettle"
2014-07-02 05:50:00,"TelevisionSite"
2014-07-02 16:50:00,"TelevisionSite"
2014-07-04 08:50:00,"Hi.Fi"
2014-07-04 23:50:00,"TelevisionSite"
2014-07-05 19:50:00,"Kettle"
2014-07-06 10:50:00,"Kettle"
2014-07-06 13:50:00,"TelevisionSite"
2014-07-06 16:50:00,"Kettle"
2014-07-07 03:50:00,"TelevisionSite"
2014-07-07 04:50:00,"TelevisionSite"
2014-07-07 07:50:00,"TelevisionSite"
2014-07-08 12:50:00,"TelevisionSite"
2014-07-08 13:50:00,"TelevisionSite"
2014-07-09 10:50:00,"TelevisionSite"
2014-07-09 13:50:00,"TelevisionSite"
2014-07-09 21:50:00,"TelevisionSite"
2014-07-09 22:50:00,"ElectricHeater"
2014-07-11 13:50:00,"TelevisionSite"
2014-07-12 10:50:00,"TelevisionSite"
2014-07-12 13:50:00,"TelevisionSite"
2014-07-12 15:50:00,"TelevisionSite"
2014-07-12 18:50:00,"TelevisionSite"
2014-07-13 08:50:00,"TelevisionSite"
2014-07-15 08:50:00,"TelevisionSite"
2014-07-15 11:50:00,"ElectricHeater"
2014-07-17 05:50:00,"TelevisionSite"
2014-07-17 21:50:00,"TelevisionSite"
2014-07-20 00:50:00,"TelevisionSite"
2014-07-20 13:50:00,"TelevisionSite"
2014-07-20 14:50:00,"Dishwasher"
2014-07-20 15:50:00,"Dishwasher"
2014-07-22 16:50:00,"Fridge.Freezer"
2014-07-22 21:50:00,"TelevisionSite"
2014-07-22 22:50:00,"TelevisionSite"
2014-07-22 23:50:00,"TelevisionSite"
2014-07-23 13:50:00,"TelevisionSite"
2014-07-23 19:50:00,"TelevisionSite"
2014-07-23 20:50:00,"TelevisionSite"
2014-07-23 21:50:00,"TelevisionSite"
2014-07-23 22:50:00,"TelevisionSite"
2014-07-23 23:50:00,"TelevisionSite"
2014-07-24 03:50:00,"TelevisionSite"
2014-07-25 02:50:00,"TelevisionSite"
2014-07-25 20:50:00,"ElectricHeater"
2014-07-25 23:50:00,"Kettle"
2014-07-26 00:50:00,"TelevisionSite"
2014-07-26 11:50:00,"ElectricHeater"
2014-07-26 12:50:00,"TelevisionSite"
2014-07-26 13:50:00,"Fridge.Freezer"
2014-07-26 14:50:00,"Fridge.Freezer"
2014-07-27 02:50:00,"TelevisionSite"
2014-07-27 03:50:00,"TelevisionSite"
2014-07-27 15:50:00,"Kettle"
2014-08-03 12:50:00,"TelevisionSite"
2014-08-03 14:50:00,"TelevisionSite"
2014-08-03 15:50:00,"TelevisionSite"
2014-08-03 16:50:00,"ElectricHeater"
2014-08-04 21:50:00,"TelevisionSite"
2014-08-05 00:50:00,"TelevisionSite"
2014-08-05 01:50:00,"TelevisionSite"
2014-08-06 16:50:00,"TelevisionSite"
2014-08-07 17:50:00,"ElectricHeater"
2014-08-08 06:50:00,"TelevisionSite"
2014-08-08 18:50:00,"Fridge.Freezer"
2014-08-09 07:50:00,"TelevisionSite"
2014-08-09 14:50:00,"ElectricHeater"
2014-08-09 15:50:00,"TelevisionSite"
2014-08-09 22:50:00,"ElectricHeater"
2014-08-10 01:50:00,"TelevisionSite"
2014-08-10 02:50:00,"TelevisionSite"
2014-08-10 08:50:00,"Dishwasher"
2014-08-10 11:50:00,"TelevisionSite"
2014-08-10 13:50:00,"TelevisionSite"
2014-08-11 05:50:00,"TelevisionSite"
2014-08-23 21:50:00,"ElectricHeater"
2014-08-23 22:50:00,"TelevisionSite"
2014-08-24 10:50:00,"Kettle"
2014-08-24 11:50:00,"Fridge.Freezer"
2014-08-24 12:50:00,"Microwave"
2014-08-24 13:50:00,"TelevisionSite"
2014-08-24 14:50:00,"ElectricHeater"
2014-08-24 15:50:00,"Dishwasher"
2014-08-24 16:50:00,"Dishwasher"
2014-08-24 17:50:00,"Dishwasher"
2014-08-24 18:50:00,"TelevisionSite"
2014-08-24 19:50:00,"Dishwasher"
2014-08-24 20:50:00,"Kettle"
2014-08-24 21:50:00,"ElectricHeater"
2014-08-25 01:50:00,"TelevisionSite"
2014-08-25 08:50:00,"Kettle"
2014-08-25 09:50:00,"TelevisionSite"
2014-08-25 14:50:00,"Microwave"
2014-08-27 18:50:00,"Kettle"
2014-08-28 20:50:00,"TelevisionSite"
2014-08-29 20:50:00,"TelevisionSite"
2014-08-29 21:50:00,"TelevisionSite"
