"Index","anom_location"
2014-06-21 16:50:00,"TelevisionSite"
2014-06-23 12:50:00,"Dishwasher"
2014-06-24 22:50:00,"Freezer_1"
2014-06-25 16:50:00,"Freezer_1"
2014-06-27 18:50:00,"Freezer_1"
2014-06-27 19:50:00,"Freezer_1"
2014-06-27 22:50:00,"Freezer_1"
2014-06-29 09:50:00,"Dishwasher"
2014-06-29 10:50:00,"Freezer_1"
2014-06-29 23:50:00,"Freezer_1"
2014-07-01 13:50:00,"Freezer_1"
2014-07-03 04:50:00,"Freezer_1"
2014-07-06 22:50:00,"Freezer_1"
2014-07-13 14:50:00,"Freezer_1"
2014-07-13 15:50:00,"Freezer_1"
2014-07-13 23:50:00,"Freezer_1"
2014-07-16 11:50:00,"Freezer_1"
2014-07-17 02:50:00,"Freezer_1"
2014-07-19 15:50:00,"Dishwasher"
2014-07-20 20:50:00,"Freezer_1"
2014-07-21 19:50:00,"Freezer_1"
2014-07-23 00:50:00,"Freezer_1"
2014-07-24 20:50:00,"Freezer_1"
2014-07-25 15:50:00,"Freezer_1"
2014-07-26 07:50:00,"Dishwasher"
2014-07-27 12:50:00,"Freezer_1"
2014-07-27 13:50:00,"Dishwasher"
2014-07-27 15:50:00,"Freezer_1"
2014-07-27 20:50:00,"Freezer_1"
2014-07-30 02:50:00,"Freezer_1"
2014-08-04 01:50:00,"Freezer_1"
2014-08-04 04:50:00,"Freezer_1"
2014-08-04 11:50:00,"Freezer_1"
2014-08-04 16:50:00,"Freezer_1"
2014-08-06 19:50:00,"Freezer_1"
2014-08-08 19:50:00,"Freezer_1"
2014-08-08 20:50:00,"Freezer_1"
2014-08-09 15:50:00,"Freezer_1"
2014-08-10 14:50:00,"Freezer_1"
2014-08-10 20:50:00,"Freezer_1"
2014-08-14 13:50:00,"Freezer_1"
2014-08-15 10:50:00,"Freezer_1"
2014-08-15 19:50:00,"Freezer_1"
2014-08-19 08:50:00,"Freezer_1"
2014-08-22 20:50:00,"Freezer_1"
2014-08-22 22:50:00,"Freezer_1"
2014-08-23 10:50:00,"Freezer_1"
2014-08-24 20:50:00,"Freezer_1"
2014-08-25 18:50:00,"Freezer_1"
2014-08-25 19:50:00,"Freezer_1"
2014-08-26 12:50:00,"Freezer_1"
2014-08-28 11:50:00,"ElectricHeater"
