"Index","anom_location"
2014-06-21 18:50:00,"TV_Satellite"
2014-06-23 11:50:00,"Freezer"
2014-06-23 12:50:00,"TV_Satellite"
2014-06-23 13:50:00,"MJYComputer"
2014-06-23 20:50:00,"Freezer"
2014-06-25 11:50:00,"PGM_Computer"
2014-06-26 00:50:00,"MJYComputer"
2014-06-27 23:50:00,"MJYComputer"
2014-07-01 12:50:00,"Freezer"
2014-07-03 05:50:00,"MJYComputer"
2014-07-04 00:50:00,"MJYComputer"
2014-07-04 06:50:00,"MJYComputer"
2014-07-09 09:50:00,"Microwave"
2014-07-09 11:50:00,"MJYComputer"
2014-07-09 13:50:00,"MJYComputer"
2014-07-09 14:50:00,"PGM_Computer"
2014-07-09 15:50:00,"MJYComputer"
2014-07-10 17:50:00,"MJYComputer"
2014-07-11 19:50:00,"MJYComputer"
2014-07-12 13:50:00,"PGM_Computer"
2014-07-12 15:50:00,"TV_Satellite"
2014-07-15 10:50:00,"MJYComputer"
2014-07-15 14:50:00,"MJYComputer"
2014-07-15 16:50:00,"PGM_Computer"
2014-07-17 04:50:00,"MJYComputer"
2014-07-17 10:50:00,"MJYComputer"
2014-07-17 11:50:00,"PGM_Computer"
2014-07-18 18:50:00,"Freezer"
2014-07-18 22:50:00,"MJYComputer"
2014-07-22 18:50:00,"Kettle"
2014-07-22 21:50:00,"PGM_Computer"
2014-07-23 00:50:00,"MJYComputer"
2014-07-23 01:50:00,"MJYComputer"
2014-07-23 02:50:00,"MJYComputer"
2014-07-23 03:50:00,"MJYComputer"
2014-07-23 04:50:00,"MJYComputer"
2014-07-23 05:50:00,"MJYComputer"
2014-07-23 10:50:00,"Freezer"
2014-07-24 19:50:00,"Freezer"
2014-07-26 19:50:00,"Dishwasher"
2014-07-26 20:50:00,"Microwave"
2014-07-26 23:50:00,"MJYComputer"
2014-07-27 15:50:00,"Freezer"
2014-07-27 16:50:00,"Microwave"
2014-07-29 06:50:00,"MJYComputer"
2014-07-31 16:50:00,"MJYComputer"
2014-07-31 17:50:00,"PGM_Computer"
2014-08-02 18:50:00,"Kettle"
2014-08-02 22:50:00,"MJYComputer"
2014-08-05 10:50:00,"MJYComputer"
2014-08-05 20:50:00,"TV_Satellite"
2014-08-07 10:50:00,"Kettle"
2014-08-07 11:50:00,"Toaster"
2014-08-11 11:50:00,"Freezer"
2014-08-14 19:50:00,"PGM_Computer"
2014-08-16 14:50:00,"MJYComputer"
2014-08-16 17:50:00,"Freezer"
2014-08-18 10:50:00,"Kettle"
2014-08-20 09:50:00,"Kettle"
2014-08-21 14:50:00,"MJYComputer"
2014-08-23 16:50:00,"TV_Satellite"
2014-08-24 07:50:00,"MJYComputer"
2014-08-25 00:50:00,"MJYComputer"
2014-08-26 11:50:00,"Kettle"
2014-08-27 19:50:00,"Freezer"
2014-08-29 08:50:00,"TV_Satellite"
