"Index","anom_location"
2014-06-27 01:50:00,"air1"
2014-07-02 11:50:00,"air1"
2014-07-03 23:50:00,"air1"
2014-07-11 09:50:00,"refrigerator1"
2014-07-12 09:50:00,"air1"
2014-07-15 04:50:00,"air1"
2014-07-26 11:50:00,"air1"
2014-08-17 06:50:00,"air1"
2014-08-19 14:50:00,"refrigerator1"
2014-08-20 07:50:00,"refrigerator1"
2014-08-20 09:50:00,"refrigerator1"
2014-08-23 06:50:00,"air1"
2014-08-27 00:50:00,"air1"
2014-08-27 02:50:00,"air1"
2014-08-27 04:50:00,"air1"
2014-08-27 10:50:00,"range1"
2014-08-27 12:50:00,"air1"
2014-08-27 15:50:00,"kitchenapp1"
2014-08-28 02:50:00,"air1"
2014-08-28 18:50:00,"air1"
2014-08-29 08:50:00,"range1"
2014-08-29 15:50:00,"air1"
2014-08-29 16:50:00,"range1"
