"Index","anom_location"
2014-06-26 14:50:00,"drye1"
2014-06-26 23:50:00,"drye1"
2014-06-29 21:50:00,"air1"
2014-06-30 02:50:00,"drye1"
2014-06-30 10:50:00,"drye1"
2014-07-02 21:50:00,"drye1"
2014-07-02 22:50:00,"drye1"
2014-07-05 18:50:00,"drye1"
2014-07-05 19:50:00,"range1"
2014-07-05 23:50:00,"range1"
2014-07-06 00:50:00,"air1"
2014-07-10 00:50:00,"drye1"
2014-07-10 18:50:00,"drye1"
2014-07-11 03:50:00,"range1"
2014-07-13 00:50:00,"range1"
2014-07-13 01:50:00,"range1"
2014-07-13 15:50:00,"range1"
2014-07-13 22:50:00,"dishwasher1"
2014-07-15 00:50:00,"drye1"
2014-07-15 01:50:00,"drye1"
2014-07-15 10:50:00,"drye1"
2014-07-15 12:50:00,"drye1"
2014-07-16 14:50:00,"drye1"
2014-07-16 23:50:00,"drye1"
2014-07-22 10:50:00,"drye1"
2014-07-23 12:50:00,"drye1"
2014-07-23 21:50:00,"drye1"
2014-07-24 01:50:00,"drye1"
2014-07-24 20:50:00,"drye1"
2014-07-25 14:50:00,"drye1"
2014-07-29 00:50:00,"drye1"
2014-07-29 01:50:00,"air1"
2014-07-30 01:50:00,"air1"
2014-07-31 23:50:00,"air1"
2014-08-01 01:50:00,"air1"
2014-08-03 22:50:00,"drye1"
2014-08-05 01:50:00,"range1"
2014-08-05 02:50:00,"drye1"
2014-08-06 16:50:00,"air1"
2014-08-07 19:50:00,"drye1"
2014-08-12 09:50:00,"drye1"
2014-08-13 00:50:00,"air1"
2014-08-13 01:50:00,"range1"
2014-08-13 20:50:00,"drye1"
2014-08-13 21:50:00,"drye1"
2014-08-14 21:50:00,"range1"
2014-08-14 22:50:00,"range1"
2014-08-15 17:50:00,"range1"
2014-08-17 23:50:00,"air1"
2014-08-18 01:50:00,"drye1"
2014-08-19 21:50:00,"dishwasher1"
2014-08-19 22:50:00,"air1"
2014-08-19 23:50:00,"range1"
2014-08-20 21:50:00,"air1"
2014-08-20 22:50:00,"air1"
2014-08-21 00:50:00,"air1"
2014-08-21 01:50:00,"air1"
2014-08-21 14:50:00,"drye1"
2014-08-21 21:50:00,"dishwasher1"
2014-08-21 22:50:00,"microwave1"
2014-08-22 16:50:00,"range1"
2014-08-22 21:50:00,"dishwasher1"
2014-08-22 22:50:00,"dishwasher1"
2014-08-23 16:50:00,"drye1"
2014-08-23 21:50:00,"microwave1"
2014-08-23 22:50:00,"drye1"
2014-08-26 21:50:00,"dishwasher1"
2014-08-28 23:50:00,"air1"
2014-08-29 01:50:00,"dishwasher1"
2014-08-29 02:50:00,"drye1"
2014-08-29 16:50:00,"drye1"
2014-08-29 17:50:00,"range1"
