"Index","anom_location"
2014-06-26 01:50:00,"drye1"
2014-06-26 11:50:00,"drye1"
2014-06-27 10:50:00,"drye1"
2014-06-28 18:50:00,"drye1"
2014-06-28 20:50:00,"drye1"
2014-06-28 21:50:00,"drye1"
2014-06-29 08:50:00,"drye1"
2014-06-29 16:50:00,"air1"
2014-06-29 20:50:00,"drye1"
2014-07-03 02:50:00,"drye1"
2014-07-03 15:50:00,"refrigerator1"
2014-07-04 14:50:00,"drye1"
2014-07-08 02:50:00,"drye1"
2014-07-12 19:50:00,"drye1"
2014-07-12 20:50:00,"drye1"
2014-07-12 22:50:00,"drye1"
2014-07-13 17:50:00,"air1"
2014-07-15 15:50:00,"drye1"
2014-07-17 14:50:00,"air1"
2014-07-19 16:50:00,"drye1"
2014-07-19 21:50:00,"drye1"
2014-07-20 20:50:00,"drye1"
2014-07-21 04:50:00,"drye1"
2014-07-21 14:50:00,"drye1"
2014-07-26 15:50:00,"air1"
2014-07-31 17:50:00,"refrigerator1"
2014-08-02 05:50:00,"drye1"
2014-08-05 17:50:00,"drye1"
2014-08-06 00:50:00,"drye1"
2014-08-06 18:50:00,"drye1"
2014-08-09 01:50:00,"drye1"
2014-08-09 05:50:00,"drye1"
2014-08-09 12:50:00,"drye1"
2014-08-09 16:50:00,"refrigerator1"
2014-08-09 19:50:00,"drye1"
2014-08-10 22:50:00,"drye1"
2014-08-11 00:50:00,"drye1"
2014-08-13 04:50:00,"drye1"
2014-08-14 14:50:00,"refrigerator1"
2014-08-14 17:50:00,"drye1"
2014-08-14 20:50:00,"drye1"
2014-08-16 21:50:00,"drye1"
2014-08-16 22:50:00,"drye1"
2014-08-17 17:50:00,"drye1"
2014-08-18 02:50:00,"drye1"
2014-08-18 13:50:00,"drye1"
2014-08-24 12:50:00,"drye1"
2014-08-24 13:50:00,"drye1"
2014-08-28 15:50:00,"air1"
2014-08-28 23:50:00,"drye1"
2014-08-29 15:50:00,"refrigerator1"
2014-08-30 18:50:00,"refrigerator1"
