"Index","power","anomaly"
2014-07-01 00:00:00,179,0
2014-07-01 00:10:00,223,0
2014-07-01 00:20:00,192,0
2014-07-01 00:30:00,179,0
2014-07-01 00:40:00,202,0
2014-07-01 00:50:00,181,0
2014-07-01 01:00:00,193,0
2014-07-01 01:10:00,189,0
2014-07-01 01:20:00,212,0
2014-07-01 01:30:00,241,0
2014-07-01 01:40:00,1920,0
2014-07-01 01:50:00,1112,0
2014-07-01 02:00:00,1297,0
2014-07-01 02:10:00,975,1
2014-07-01 02:20:00,243,0
2014-07-01 02:30:00,242,0
2014-07-01 02:40:00,265,0
2014-07-01 02:50:00,235,0
2014-07-01 03:00:00,280,0
2014-07-01 03:10:00,1628,1
2014-07-01 03:20:00,2287,1
2014-07-01 03:30:00,219,0
2014-07-01 03:40:00,190,0
2014-07-01 03:50:00,179,0
2014-07-01 04:00:00,180,0
2014-07-01 04:10:00,204,0
2014-07-01 04:20:00,698,0
2014-07-01 04:30:00,3346,0
2014-07-01 04:40:00,3258,0
2014-07-01 04:50:00,3591,0
2014-07-01 05:00:00,3997,0
2014-07-01 05:10:00,1891,0
2014-07-01 05:20:00,852,0
2014-07-01 05:30:00,557,0
2014-07-01 05:40:00,192,0
2014-07-01 05:50:00,4341,1
2014-07-01 06:00:00,438,0
2014-07-01 06:10:00,1172,1
2014-07-01 06:20:00,392,0
2014-07-01 06:30:00,183,0
2014-07-01 06:40:00,458,0
2014-07-01 06:50:00,1711,1
2014-07-01 07:00:00,376,0
2014-07-01 07:10:00,1188,1
2014-07-01 07:20:00,193,0
2014-07-01 07:30:00,851,1
2014-07-01 07:40:00,187,0
2014-07-01 07:50:00,200,0
2014-07-01 08:00:00,182,0
2014-07-01 08:10:00,181,0
2014-07-01 08:20:00,182,0
2014-07-01 08:30:00,205,0
2014-07-01 08:40:00,212,0
2014-07-01 08:50:00,187,0
2014-07-01 09:00:00,182,0
2014-07-01 09:10:00,181,0
2014-07-01 09:20:00,181,0
2014-07-01 09:30:00,617,1
2014-07-01 09:40:00,221,0
2014-07-01 09:50:00,186,0
2014-07-01 10:00:00,181,0
2014-07-01 10:10:00,214,0
2014-07-01 10:20:00,202,0
2014-07-01 10:30:00,196,0
2014-07-01 10:40:00,205,0
2014-07-01 10:50:00,182,0
2014-07-01 11:00:00,186,0
2014-07-01 11:10:00,197,0
2014-07-01 11:20:00,257,0
