"Index","power","anomaly"
2014-07-01 00:00:00,275,0
2014-07-01 00:10:00,287,0
2014-07-01 00:20:00,266,0
2014-07-01 00:30:00,263,0
2014-07-01 00:40:00,241,0
2014-07-01 00:50:00,241,0
2014-07-01 01:00:00,327,0
2014-07-01 01:10:00,256,0
2014-07-01 01:20:00,234,0
2014-07-01 01:30:00,272,0
2014-07-01 01:40:00,285,0
2014-07-01 01:50:00,330,0
2014-07-01 02:00:00,280,0
2014-07-01 02:10:00,250,0
2014-07-01 02:20:00,268,0
2014-07-01 02:30:00,249,0
2014-07-01 02:40:00,258,0
2014-07-01 02:50:00,238,0
2014-07-01 03:00:00,217,0
2014-07-01 03:10:00,218,0
2014-07-01 03:20:00,287,0
2014-07-01 03:30:00,234,0
2014-07-01 03:40:00,238,0
2014-07-01 03:50:00,217,0
2014-07-01 04:00:00,253,0
2014-07-01 04:10:00,351,0
2014-07-01 04:20:00,252,0
2014-07-01 04:30:00,273,0
2014-07-01 04:40:00,326,0
2014-07-01 04:50:00,316,0
2014-07-01 05:00:00,301,0
2014-07-01 05:10:00,229,0
2014-07-01 05:20:00,250,0
2014-07-01 05:30:00,230,0
2014-07-01 05:40:00,296,0
2014-07-01 05:50:00,304,0
2014-07-01 06:00:00,253,0
2014-07-01 06:10:00,381,0
2014-07-01 06:20:00,1084,1
2014-07-01 06:30:00,412,0
2014-07-01 06:40:00,2121,1
2014-07-01 06:50:00,544,0
2014-07-01 07:00:00,369,0
2014-07-01 07:10:00,445,0
2014-07-01 07:20:00,387,0
2014-07-01 07:30:00,510,0
2014-07-01 07:40:00,2317,1
2014-07-01 07:50:00,323,0
2014-07-01 08:00:00,349,0
2014-07-01 08:10:00,419,0
2014-07-01 08:20:00,349,0
2014-07-01 08:30:00,1024,1
2014-07-01 08:40:00,303,0
2014-07-01 08:50:00,348,0
2014-07-01 09:00:00,457,0
2014-07-01 09:10:00,321,0
2014-07-01 09:20:00,466,0
2014-07-01 09:30:00,330,0
2014-07-01 09:40:00,305,0
2014-07-01 09:50:00,305,0
2014-07-01 10:00:00,268,0
2014-07-01 10:10:00,324,0
2014-07-01 10:20:00,341,0
2014-07-01 10:30:00,412,0
2014-07-01 10:40:00,381,0
2014-07-01 10:50:00,376,0
2014-07-01 11:00:00,373,0
2014-07-01 11:10:00,375,0
2014-07-01 11:20:00,474,0
2014-07-01 11:30:00,466,0
2014-07-01 11:40:00,401,0
2014-07-01 11:50:00,387,0
2014-07-01 12:00:00,283,0
2014-07-01 12:10:00,1037,1
2014-07-01 12:20:00,811.33,1
2014-07-01 12:30:00,585.67,0
2014-07-01 12:40:00,360,0
2014-07-01 12:50:00,281,0
2014-07-01 13:00:00,304,0
2014-07-01 13:10:00,488,0
2014-07-01 13:20:00,384,0
2014-07-01 13:30:00,310,0
2014-07-01 13:40:00,404,0
2014-07-01 13:50:00,355,0
2014-07-01 14:00:00,386,0
2014-07-01 14:10:00,336,0
2014-07-01 14:20:00,250,0
2014-07-01 14:30:00,268,0
2014-07-01 14:40:00,247,0
2014-07-01 14:50:00,923,1
2014-07-01 15:00:00,296,0
2014-07-01 15:10:00,240,0
2014-07-01 15:20:00,299,0
2014-07-01 15:30:00,627,0
2014-07-01 15:40:00,384,0
2014-07-01 15:50:00,595,0
2014-07-01 16:00:00,2184,1
2014-07-01 16:10:00,559,0
2014-07-01 16:20:00,614,0
2014-07-01 16:30:00,493,0
2014-07-01 16:40:00,475,0
2014-07-01 16:50:00,474,0
2014-07-01 17:00:00,477,0
2014-07-01 17:10:00,419,0
2014-07-01 17:20:00,424,0
2014-07-01 17:30:00,541,0
2014-07-01 17:40:00,252,0
2014-07-01 17:50:00,323,0
2014-07-01 18:00:00,237,0
2014-07-01 18:10:00,238,0
2014-07-01 18:20:00,264,0
2014-07-01 18:30:00,338,0
2014-07-01 18:40:00,325,0
2014-07-01 18:50:00,271,0
2014-07-01 19:00:00,270,0
2014-07-01 19:10:00,302,0
2014-07-01 19:20:00,489,0
2014-07-01 19:30:00,381,0
2014-07-01 19:40:00,239,0
2014-07-01 19:50:00,307,0
2014-07-01 20:00:00,432,0
2014-07-01 20:10:00,1087,1
2014-07-01 20:20:00,682,0
2014-07-01 20:30:00,705,0
2014-07-01 20:40:00,701,0
2014-07-01 20:50:00,786,0
2014-07-01 21:00:00,782,0
2014-07-01 21:10:00,782,0
2014-07-01 21:20:00,718,0
2014-07-01 21:30:00,669,0
2014-07-01 21:40:00,737,0
2014-07-01 21:50:00,562,0
2014-07-01 22:00:00,511,0
2014-07-01 22:10:00,469,0
2014-07-01 22:20:00,463,0
2014-07-01 22:30:00,341,0
2014-07-01 22:40:00,299,0
2014-07-01 22:50:00,299,0
2014-07-01 23:00:00,318,0
2014-07-01 23:10:00,374,0
2014-07-01 23:20:00,330,0
2014-07-01 23:30:00,340,0
2014-07-01 23:40:00,340,0
2014-07-01 23:50:00,361,0
2014-07-02 00:00:00,367,0
2014-07-02 00:10:00,291,0
2014-07-02 00:20:00,290,0
2014-07-02 00:30:00,295,0
2014-07-02 00:40:00,364,0
2014-07-02 00:50:00,315,0
2014-07-02 01:00:00,302,0
2014-07-02 01:10:00,300,0
2014-07-02 01:20:00,302,0
2014-07-02 01:30:00,354,0
2014-07-02 01:40:00,312,0
2014-07-02 01:50:00,311,0
2014-07-02 02:00:00,314,0
2014-07-02 02:10:00,388,0
2014-07-02 02:20:00,359,0
2014-07-02 02:30:00,298,0
2014-07-02 02:40:00,271,0
2014-07-02 02:50:00,280,0
2014-07-02 03:00:00,330,0
2014-07-02 03:10:00,268,0
2014-07-02 03:20:00,291,0
2014-07-02 03:30:00,268,0
2014-07-02 03:40:00,315,0
2014-07-02 03:50:00,298,0
2014-07-02 04:00:00,268,0
2014-07-02 04:10:00,273,0
2014-07-02 04:20:00,340,0
2014-07-02 04:30:00,1008,1
2014-07-02 04:40:00,496,0
2014-07-02 04:50:00,697,0
2014-07-02 05:00:00,388,0
2014-07-02 05:10:00,318,0
2014-07-02 05:20:00,478,0
2014-07-02 05:30:00,475,0
2014-07-02 05:40:00,1161,1
2014-07-02 05:50:00,448,0
2014-07-02 06:00:00,387,0
2014-07-02 06:10:00,523,0
2014-07-02 06:20:00,551,0
2014-07-02 06:30:00,396,0
2014-07-02 06:40:00,413,0
2014-07-02 06:50:00,459,0
2014-07-02 07:00:00,532,0
2014-07-02 07:10:00,382,0
2014-07-02 07:20:00,344,0
2014-07-02 07:30:00,327,0
2014-07-02 07:40:00,336,0
2014-07-02 07:50:00,306,0
2014-07-02 08:00:00,302,0
2014-07-02 08:10:00,282,0
2014-07-02 08:20:00,291,0
2014-07-02 08:30:00,376,0
2014-07-02 08:40:00,423,0
2014-07-02 08:50:00,350,0
2014-07-02 09:00:00,375,0
2014-07-02 09:10:00,334,0
2014-07-02 09:20:00,361,0
2014-07-02 09:30:00,355,0
2014-07-02 09:40:00,1048,1
2014-07-02 09:50:00,454,0
2014-07-02 10:00:00,391,0
2014-07-02 10:10:00,413,0
2014-07-02 10:20:00,339,0
2014-07-02 10:30:00,317,0
2014-07-02 10:40:00,321,0
2014-07-02 10:50:00,355,0
2014-07-02 11:00:00,400,0
2014-07-02 11:10:00,321,0
2014-07-02 11:20:00,320,0
2014-07-02 11:30:00,306,0
2014-07-02 11:40:00,370,0
2014-07-02 11:50:00,400,0
2014-07-02 12:00:00,548,0
2014-07-02 12:10:00,346,0
2014-07-02 12:20:00,693,1
2014-07-02 12:30:00,349,0
2014-07-02 12:40:00,1757,1
2014-07-02 12:50:00,1588,1
2014-07-02 13:00:00,265,0
2014-07-02 13:10:00,296,0
2014-07-02 13:20:00,302,0
2014-07-02 13:30:00,351,0
2014-07-02 13:40:00,310,0
2014-07-02 13:50:00,279,0
2014-07-02 14:00:00,276,0
2014-07-02 14:10:00,329,0
2014-07-02 14:20:00,328,0
2014-07-02 14:30:00,282,0
2014-07-02 14:40:00,324,0
2014-07-02 14:50:00,327,0
2014-07-02 15:00:00,403,0
2014-07-02 15:10:00,537,0
2014-07-02 15:20:00,731,1
2014-07-02 15:30:00,371,0
2014-07-02 15:40:00,411,0
2014-07-02 15:50:00,488,0
2014-07-02 16:00:00,427,0
2014-07-02 16:10:00,398,0
2014-07-02 16:20:00,645,0
2014-07-02 16:30:00,550,0
2014-07-02 16:40:00,1257,0
2014-07-02 16:50:00,579,0
2014-07-02 17:00:00,495,0
2014-07-02 17:10:00,1428,1
2014-07-02 17:20:00,2147,1
2014-07-02 17:30:00,1426,1
2014-07-02 17:40:00,1540,1
2014-07-02 17:50:00,2171,1
2014-07-02 18:00:00,1220,1
2014-07-02 18:10:00,348,0
2014-07-02 18:20:00,324,0
2014-07-02 18:30:00,1132,1
2014-07-02 18:40:00,905,0
2014-07-02 18:50:00,2781,1
2014-07-02 19:00:00,1830,1
2014-07-02 19:10:00,2402,1
2014-07-02 19:20:00,551,0
2014-07-02 19:30:00,405,0
2014-07-02 19:40:00,463,0
2014-07-02 19:50:00,471,0
2014-07-02 20:00:00,973,1
2014-07-02 20:10:00,1189,1
2014-07-02 20:20:00,2728,1
2014-07-02 20:30:00,714,0
2014-07-02 20:40:00,1243,1
2014-07-02 20:50:00,1239,1
