"Index","fit","lwr","upr"
2012-09-01 00:00:00,1946.18201719808,1822.63001653978,2069.73401785637
2012-09-01 00:10:00,499.278095562806,255.829179963113,742.7270111625
2012-09-01 00:20:00,559.952696299931,406.890081835566,713.015310764295
2012-09-01 00:30:00,1099.60547984299,1043.50598430159,1155.70497538439
2012-09-01 00:40:00,816.073799297179,631.599206683454,1000.5483919109
2012-09-01 00:50:00,618.260198700621,413.273542874768,823.246854526474
2012-09-01 01:00:00,346.109660117112,163.520201312211,528.699118922013
2012-09-01 01:10:00,356.412889225172,217.624739442851,495.201039007493
2012-09-01 01:20:00,311.237429327122,165.324364433444,457.1504942208
2012-09-01 01:30:00,399.278480900933,295.919270377632,502.637691424233
2012-09-01 01:40:00,332.803583080228,209.398981923437,456.208184237019
2012-09-01 01:50:00,431.352494743447,327.839452151382,534.865537335512
2012-09-01 02:00:00,439.325484427991,345.841989057596,532.808979798386
2012-09-01 02:10:00,319.982908456675,199.985580486424,439.980236426926
2012-09-01 02:20:00,330.964242662061,196.712341719592,465.216143604531
2012-09-01 02:30:00,250.979618816718,114.281529290931,387.677708342505
2012-09-01 02:40:00,215.63448580838,100.201731531268,331.067240085491
2012-09-01 02:50:00,157.575500139402,76.3755060507324,238.775494228072
2012-09-01 03:00:00,343.842760452931,255.428824522747,432.256696383115
2012-09-01 03:10:00,541.258090179268,455.938113229748,626.578067128789
2012-09-01 03:20:00,3043.85757526282,2908.72857709193,3178.9865734337
2012-09-01 03:30:00,4659.79204912644,4352.74981472429,4966.83428352859
2012-09-01 03:40:00,4626.57328472111,3588.04916810176,5665.09740134046
2012-09-01 03:50:00,4276.00907187515,2253.92133364023,6298.09681011007
2012-09-01 04:00:00,4766.50211110625,4603.69312032257,4929.31110188993
2012-09-01 04:10:00,4140.00788053468,3123.6458400983,5156.36992097106
2012-09-01 04:20:00,3561.97015095616,-326.995728218751,7450.93603013107
2012-09-01 04:30:00,3625.36799424439,150.011279545886,7100.7247089429
2012-09-01 04:40:00,1277.833825481,-605.796975346665,3161.46462630866
2012-09-01 04:50:00,396.827592163813,214.326750120093,579.328434207532
2012-09-01 05:00:00,436.862173801533,251.606112020369,622.118235582698
2012-09-01 05:10:00,405.136201734982,257.291547362,552.980856107965
2012-09-01 05:20:00,388.847855184896,302.822511554854,474.873198814937
2012-09-01 05:30:00,413.461474688306,345.77648787439,481.146461502222
2012-09-01 05:40:00,491.209015747447,265.351041819877,717.066989675016
2012-09-01 05:50:00,492.181558286248,395.449867167636,588.913249404861
2012-09-01 06:00:00,744.658266910141,667.034864253468,822.281669566814
2012-09-01 06:10:00,868.271534293477,793.364174975451,943.178893611504
2012-09-01 06:20:00,472.193522280772,254.307624802299,690.079419759246
2012-09-01 06:30:00,474.959097388779,-50.0191014347527,999.937296212312
2012-09-01 06:40:00,564.920692218641,285.283919910944,844.557464526338
2012-09-01 06:50:00,511.630765575157,172.258420915195,851.003110235119
2012-09-01 07:00:00,474.229448190382,281.054583986987,667.404312393777
2012-09-01 07:10:00,701.074880195239,459.548118448222,942.601641942255
2012-09-01 07:20:00,473.224250412856,242.469306110464,703.979194715248
2012-09-01 07:30:00,318.293138806168,154.007487373468,482.578790238868
2012-09-01 07:40:00,461.54618541846,344.192705935887,578.899664901033
2012-09-01 07:50:00,542.980546294283,337.198411792767,748.762680795799
2012-09-01 08:00:00,584.884209433918,55.1361411599503,1114.63227770788
2012-09-01 08:10:00,600.575969781242,-576.021969476968,1777.17390903945
2012-09-01 08:20:00,905.80778948785,-951.509405066345,2763.12498404205
2012-09-01 08:30:00,563.143258371957,165.522749695657,960.763767048258
2012-09-01 08:40:00,629.116519562394,235.055972810163,1023.17706631462
2012-09-01 08:50:00,597.2838843187,100.284686291178,1094.28308234622
2012-09-01 09:00:00,750.633133430592,-134.960934789531,1636.22720165071
2012-09-01 09:10:00,1207.77185324371,-568.228373351619,2983.77207983904
2012-09-01 09:20:00,625.622153506812,447.057489290549,804.186817723074
2012-09-01 09:30:00,494.802838138469,280.36578732868,709.239888948258
2012-09-01 09:40:00,459.960250259982,121.512963729273,798.407536790691
2012-09-01 09:50:00,493.46575703281,338.632608428686,648.298905636934
2012-09-01 10:00:00,516.859918088343,345.349093395945,688.370742780742
2012-09-01 10:10:00,643.09591574562,65.1202496834578,1221.07158180778
2012-09-01 10:20:00,911.177422129639,-205.377062535873,2027.73190679515
2012-09-01 10:30:00,833.855329970549,169.552607360844,1498.15805258025
2012-09-01 10:40:00,741.269886233933,153.959594763856,1328.58017770401
2012-09-01 10:50:00,731.904245576442,-269.393386372554,1733.20187752544
2012-09-01 11:00:00,1164.12226614902,-308.850689239732,2637.09522153777
2012-09-01 11:10:00,989.769123383621,11.666902904255,1967.87134386299
2012-09-01 11:20:00,766.451827409869,137.002651193076,1395.90100362666
2012-09-01 11:30:00,1194.57573470288,175.42076241129,2213.73070699447
2012-09-01 11:40:00,915.417986921988,-370.235995293549,2201.07196913752
2012-09-01 11:50:00,1118.67724763901,-200.458135779489,2437.81263105751
2012-09-01 12:00:00,1094.09529508449,34.4185939408519,2153.77199622813
2012-09-01 12:10:00,814.574404987073,319.996053877093,1309.15275609705
2012-09-01 12:20:00,935.046676180224,647.422338962387,1222.67101339806
2012-09-01 12:30:00,101.440024431568,-696.867584793514,899.74763365665
2012-09-01 12:40:00,465.588363526573,293.562046470141,637.614680583005
2012-09-01 12:50:00,1830.23864141252,1647.09901449724,2013.3782683278
2012-09-01 13:00:00,1873.13730184439,1630.78913785987,2115.48546582891
2012-09-01 13:10:00,715.265743928226,451.703928585664,978.827559270788
