"Index","anom_readings_online"
2014-06-25 04:50:00,TRUE
2014-06-26 11:50:00,TRUE
2014-06-26 17:50:00,TRUE
2014-06-28 16:50:00,TRUE
2014-06-28 20:50:00,TRUE
2014-06-29 22:50:00,TRUE
2014-06-30 23:50:00,TRUE
2014-07-02 10:50:00,TRUE
2014-07-04 11:50:00,TRUE
2014-07-05 11:50:00,TRUE
2014-07-07 11:50:00,TRUE
2014-07-10 05:50:00,TRUE
2014-07-11 20:50:00,TRUE
2014-07-12 02:50:00,TRUE
2014-07-14 13:50:00,TRUE
2014-07-16 23:50:00,TRUE
2014-07-17 06:50:00,TRUE
2014-07-17 15:50:00,TRUE
2014-07-18 04:50:00,TRUE
2014-07-19 21:50:00,TRUE
2014-07-21 23:50:00,TRUE
2014-07-23 00:50:00,TRUE
2014-07-26 02:50:00,TRUE
2014-08-04 20:50:00,TRUE
2014-08-04 23:50:00,TRUE
2014-08-07 21:50:00,TRUE
2014-08-13 18:50:00,TRUE
2014-08-13 19:50:00,TRUE
2014-08-16 08:50:00,TRUE
2014-08-17 12:50:00,TRUE
2014-08-23 15:50:00,TRUE
2014-08-23 21:50:00,TRUE
2014-08-24 11:50:00,TRUE
