"Index","anom_readings_online"
2014-06-26 14:50:00,TRUE
2014-06-26 15:50:00,TRUE
2014-06-26 16:50:00,TRUE
2014-06-26 17:50:00,TRUE
2014-06-26 21:50:00,TRUE
2014-06-28 23:50:00,TRUE
2014-06-29 18:50:00,TRUE
2014-06-29 21:50:00,TRUE
2014-06-29 23:50:00,TRUE
2014-07-01 03:50:00,TRUE
2014-07-01 06:50:00,TRUE
2014-07-01 19:50:00,TRUE
2014-07-02 05:50:00,TRUE
2014-07-05 21:50:00,TRUE
2014-07-05 23:50:00,TRUE
2014-07-06 05:50:00,TRUE
2014-07-06 14:50:00,TRUE
2014-07-07 19:50:00,TRUE
2014-07-08 04:50:00,TRUE
2014-07-08 05:50:00,TRUE
2014-07-08 08:50:00,TRUE
2014-07-08 22:50:00,TRUE
2014-07-09 23:50:00,TRUE
2014-07-10 04:50:00,TRUE
2014-07-10 16:50:00,TRUE
2014-07-10 17:50:00,TRUE
2014-07-12 11:50:00,TRUE
2014-07-13 05:50:00,TRUE
2014-07-13 18:50:00,TRUE
2014-07-15 04:50:00,TRUE
2014-07-16 21:50:00,TRUE
2014-07-17 14:50:00,TRUE
2014-07-17 16:50:00,TRUE
2014-07-17 17:50:00,TRUE
2014-07-18 14:50:00,TRUE
2014-07-21 20:50:00,TRUE
2014-07-21 23:50:00,TRUE
2014-07-22 00:50:00,TRUE
2014-07-22 01:50:00,TRUE
2014-07-22 02:50:00,TRUE
2014-07-22 04:50:00,TRUE
2014-07-22 06:50:00,TRUE
2014-07-22 07:50:00,TRUE
2014-07-22 19:50:00,TRUE
2014-07-23 09:50:00,TRUE
2014-07-24 10:50:00,TRUE
2014-07-24 15:50:00,TRUE
2014-07-24 16:50:00,TRUE
2014-07-24 17:50:00,TRUE
2014-07-28 02:50:00,TRUE
2014-07-28 04:50:00,TRUE
2014-07-28 19:50:00,TRUE
2014-07-29 06:50:00,TRUE
2014-07-30 09:50:00,TRUE
2014-07-31 04:50:00,TRUE
2014-07-31 05:50:00,TRUE
2014-07-31 06:50:00,TRUE
2014-07-31 14:50:00,TRUE
2014-07-31 15:50:00,TRUE
2014-07-31 16:50:00,TRUE
2014-07-31 17:50:00,TRUE
2014-07-31 18:50:00,TRUE
2014-07-31 22:50:00,TRUE
2014-08-04 23:50:00,TRUE
2014-08-05 04:50:00,TRUE
2014-08-05 05:50:00,TRUE
2014-08-06 04:50:00,TRUE
2014-08-07 15:50:00,TRUE
2014-08-07 16:50:00,TRUE
2014-08-07 17:50:00,TRUE
2014-08-07 18:50:00,TRUE
2014-08-08 23:50:00,TRUE
2014-08-10 04:50:00,TRUE
2014-08-10 05:50:00,TRUE
2014-08-10 11:50:00,TRUE
2014-08-10 17:50:00,TRUE
2014-08-10 23:50:00,TRUE
2014-08-12 01:50:00,TRUE
2014-08-12 11:50:00,TRUE
2014-08-12 23:50:00,TRUE
2014-08-13 06:50:00,TRUE
2014-08-14 04:50:00,TRUE
2014-08-14 05:50:00,TRUE
2014-08-14 14:50:00,TRUE
2014-08-14 15:50:00,TRUE
2014-08-14 16:50:00,TRUE
2014-08-16 21:50:00,TRUE
2014-08-17 16:50:00,TRUE
2014-08-17 19:50:00,TRUE
2014-08-17 22:50:00,TRUE
2014-08-20 13:50:00,TRUE
2014-08-20 22:50:00,TRUE
2014-08-21 01:50:00,TRUE
2014-08-21 07:50:00,TRUE
2014-08-21 09:50:00,TRUE
2014-08-21 13:50:00,TRUE
2014-08-22 04:50:00,TRUE
2014-08-22 08:50:00,TRUE
2014-08-23 06:50:00,TRUE
2014-08-23 15:50:00,TRUE
2014-08-24 15:50:00,TRUE
2014-08-24 17:50:00,TRUE
2014-08-25 03:50:00,TRUE
2014-08-25 05:50:00,TRUE
2014-08-25 06:50:00,TRUE
2014-08-25 07:50:00,TRUE
2014-08-25 08:50:00,TRUE
2014-08-25 09:50:00,TRUE
2014-08-25 10:50:00,TRUE
2014-08-25 12:50:00,TRUE
2014-08-25 14:50:00,TRUE
2014-08-26 17:50:00,TRUE
2014-08-27 09:50:00,TRUE
2014-08-28 18:50:00,TRUE
2014-08-29 22:50:00,TRUE
2014-08-30 21:50:00,TRUE
