"Index","anom_readings_online"
2014-06-25 02:50:00,TRUE
2014-06-25 03:50:00,TRUE
2014-06-26 16:50:00,TRUE
2014-06-27 02:50:00,TRUE
2014-06-28 11:50:00,TRUE
2014-06-30 20:50:00,TRUE
2014-06-30 22:50:00,TRUE
2014-07-01 03:50:00,TRUE
2014-07-03 01:50:00,TRUE
2014-07-03 02:50:00,TRUE
2014-07-03 03:50:00,TRUE
2014-07-03 04:50:00,TRUE
2014-07-03 05:50:00,TRUE
2014-07-05 21:50:00,TRUE
2014-07-06 22:50:00,TRUE
2014-07-06 23:50:00,TRUE
2014-07-08 02:50:00,TRUE
2014-07-08 03:50:00,TRUE
2014-07-10 05:50:00,TRUE
2014-07-10 13:50:00,TRUE
2014-07-11 05:50:00,TRUE
2014-07-13 21:50:00,TRUE
2014-07-13 23:50:00,TRUE
2014-07-16 02:50:00,TRUE
2014-07-19 04:50:00,TRUE
2014-07-19 05:50:00,TRUE
2014-07-20 02:50:00,TRUE
2014-07-21 05:50:00,TRUE
2014-07-21 22:50:00,TRUE
2014-07-25 23:50:00,TRUE
2014-07-27 02:50:00,TRUE
2014-07-29 06:50:00,TRUE
2014-07-31 05:50:00,TRUE
2014-08-01 07:50:00,TRUE
2014-08-02 00:50:00,TRUE
2014-08-03 20:50:00,TRUE
2014-08-04 05:50:00,TRUE
2014-08-06 03:50:00,TRUE
2014-08-06 05:50:00,TRUE
2014-08-09 21:50:00,TRUE
2014-08-09 22:50:00,TRUE
2014-08-11 02:50:00,TRUE
2014-08-11 04:50:00,TRUE
2014-08-11 15:50:00,TRUE
2014-08-12 04:50:00,TRUE
2014-08-12 05:50:00,TRUE
2014-08-13 03:50:00,TRUE
2014-08-13 06:50:00,TRUE
2014-08-15 05:50:00,TRUE
2014-08-16 20:50:00,TRUE
2014-08-16 21:50:00,TRUE
2014-08-16 22:50:00,TRUE
2014-08-17 15:50:00,TRUE
2014-08-18 00:50:00,TRUE
2014-08-18 02:50:00,TRUE
2014-08-19 05:50:00,TRUE
2014-08-22 04:50:00,TRUE
2014-08-23 20:50:00,TRUE
2014-08-24 02:50:00,TRUE
2014-08-24 14:50:00,TRUE
2014-08-24 23:50:00,TRUE
2014-08-25 01:50:00,TRUE
2014-08-25 05:50:00,TRUE
2014-08-25 06:50:00,TRUE
2014-08-25 22:50:00,TRUE
2014-08-26 00:50:00,TRUE
2014-08-28 05:50:00,TRUE
2014-08-30 02:50:00,TRUE
2014-08-30 18:50:00,TRUE
