"Index","anom_readings_online"
2014-06-25 04:50:00,TRUE
2014-06-30 05:50:00,TRUE
2014-06-30 06:50:00,TRUE
2014-06-30 08:50:00,TRUE
2014-07-01 00:50:00,TRUE
2014-07-04 10:50:00,TRUE
2014-07-04 11:50:00,TRUE
2014-07-08 12:50:00,TRUE
2014-07-11 20:50:00,TRUE
2014-07-13 22:50:00,TRUE
2014-07-16 23:50:00,TRUE
2014-07-17 00:50:00,TRUE
2014-07-17 04:50:00,TRUE
2014-07-25 02:50:00,TRUE
2014-07-29 16:50:00,TRUE
2014-08-01 19:50:00,TRUE
2014-08-04 20:50:00,TRUE
2014-08-04 23:50:00,TRUE
2014-08-09 04:50:00,TRUE
2014-08-13 18:50:00,TRUE
2014-08-14 02:50:00,TRUE
2014-08-16 22:50:00,TRUE
2014-08-19 15:50:00,TRUE
2014-08-21 15:50:00,TRUE
