"Index","anom_readings_online"
2014-06-26 22:50:00,TRUE
2014-06-26 23:50:00,TRUE
2014-07-03 03:50:00,TRUE
2014-07-03 22:50:00,TRUE
2014-07-04 04:50:00,TRUE
2014-07-05 04:50:00,TRUE
2014-07-06 23:50:00,TRUE
2014-07-11 22:50:00,TRUE
2014-07-14 09:50:00,TRUE
2014-07-17 14:50:00,TRUE
2014-07-18 09:50:00,TRUE
2014-07-19 19:50:00,TRUE
2014-07-19 21:50:00,TRUE
2014-07-20 00:50:00,TRUE
2014-07-20 08:50:00,TRUE
2014-07-20 09:50:00,TRUE
2014-07-20 14:50:00,TRUE
2014-07-20 17:50:00,TRUE
2014-07-22 08:50:00,TRUE
2014-07-24 07:50:00,TRUE
2014-07-27 22:50:00,TRUE
2014-07-28 00:50:00,TRUE
2014-07-28 02:50:00,TRUE
2014-08-03 23:50:00,TRUE
2014-08-04 04:50:00,TRUE
2014-08-07 23:50:00,TRUE
2014-08-08 01:50:00,TRUE
2014-08-08 21:50:00,TRUE
2014-08-11 04:50:00,TRUE
2014-08-11 07:50:00,TRUE
2014-08-13 03:50:00,TRUE
2014-08-14 07:50:00,TRUE
2014-08-16 00:50:00,TRUE
2014-08-16 01:50:00,TRUE
2014-08-16 02:50:00,TRUE
2014-08-16 12:50:00,TRUE
2014-08-16 13:50:00,TRUE
2014-08-18 00:50:00,TRUE
2014-08-24 20:50:00,TRUE
2014-08-25 00:50:00,TRUE
2014-08-25 02:50:00,TRUE
2014-08-26 23:50:00,TRUE
2014-08-28 04:50:00,TRUE
2014-08-28 22:50:00,TRUE
2014-08-29 13:50:00,TRUE
