"Index","anom_readings_online"
2014-06-22 19:50:00,TRUE
2014-06-23 04:50:00,TRUE
2014-06-23 14:50:00,TRUE
2014-06-24 17:50:00,TRUE
2014-06-26 01:50:00,TRUE
2014-06-26 15:50:00,TRUE
2014-06-27 06:50:00,TRUE
2014-06-27 19:50:00,TRUE
2014-06-27 21:50:00,TRUE
2014-06-28 17:50:00,TRUE
2014-06-29 04:50:00,TRUE
2014-06-30 16:50:00,TRUE
2014-07-02 15:50:00,TRUE
2014-07-03 07:50:00,TRUE
2014-07-04 05:50:00,TRUE
2014-07-04 21:50:00,TRUE
2014-07-06 06:50:00,TRUE
2014-07-06 13:50:00,TRUE
2014-07-06 20:50:00,TRUE
2014-07-11 07:50:00,TRUE
2014-07-12 01:50:00,TRUE
2014-07-13 06:50:00,TRUE
2014-07-14 21:50:00,TRUE
2014-07-16 04:50:00,TRUE
2014-07-16 14:50:00,TRUE
2014-07-18 07:50:00,TRUE
2014-07-20 04:50:00,TRUE
2014-07-20 09:50:00,TRUE
2014-07-20 11:50:00,TRUE
2014-07-23 10:50:00,TRUE
2014-07-27 21:50:00,TRUE
2014-07-27 22:50:00,TRUE
2014-07-28 02:50:00,TRUE
2014-07-28 04:50:00,TRUE
2014-07-28 06:50:00,TRUE
2014-07-28 07:50:00,TRUE
2014-07-28 08:50:00,TRUE
2014-07-28 11:50:00,TRUE
2014-07-28 13:50:00,TRUE
2014-07-28 14:50:00,TRUE
2014-07-28 15:50:00,TRUE
2014-07-28 16:50:00,TRUE
2014-07-28 17:50:00,TRUE
2014-07-28 18:50:00,TRUE
2014-07-29 01:50:00,TRUE
2014-07-29 05:50:00,TRUE
2014-07-29 08:50:00,TRUE
2014-07-29 09:50:00,TRUE
2014-07-29 11:50:00,TRUE
2014-07-31 20:50:00,TRUE
2014-08-01 04:50:00,TRUE
2014-08-01 05:50:00,TRUE
2014-08-01 16:50:00,TRUE
2014-08-01 17:50:00,TRUE
2014-08-01 18:50:00,TRUE
2014-08-01 19:50:00,TRUE
2014-08-01 20:50:00,TRUE
2014-08-01 21:50:00,TRUE
2014-08-01 22:50:00,TRUE
2014-08-01 23:50:00,TRUE
2014-08-02 00:50:00,TRUE
2014-08-02 02:50:00,TRUE
2014-08-02 04:50:00,TRUE
2014-08-02 06:50:00,TRUE
2014-08-02 07:50:00,TRUE
2014-08-02 08:50:00,TRUE
2014-08-02 09:50:00,TRUE
2014-08-02 10:50:00,TRUE
2014-08-02 11:50:00,TRUE
2014-08-02 12:50:00,TRUE
2014-08-02 17:50:00,TRUE
2014-08-04 04:50:00,TRUE
2014-08-04 14:50:00,TRUE
2014-08-05 03:50:00,TRUE
2014-08-07 13:50:00,TRUE
2014-08-08 03:50:00,TRUE
2014-08-09 00:50:00,TRUE
2014-08-09 05:50:00,TRUE
2014-08-10 05:50:00,TRUE
2014-08-10 15:50:00,TRUE
2014-08-11 00:50:00,TRUE
2014-08-12 04:50:00,TRUE
2014-08-14 04:50:00,TRUE
2014-08-14 13:50:00,TRUE
2014-08-15 06:50:00,TRUE
2014-08-15 08:50:00,TRUE
2014-08-15 17:50:00,TRUE
2014-08-16 01:50:00,TRUE
2014-08-16 04:50:00,TRUE
2014-08-16 21:50:00,TRUE
2014-08-16 22:50:00,TRUE
2014-08-17 04:50:00,TRUE
2014-08-17 19:50:00,TRUE
2014-08-18 01:50:00,TRUE
2014-08-18 04:50:00,TRUE
2014-08-19 04:50:00,TRUE
2014-08-19 05:50:00,TRUE
2014-08-20 08:50:00,TRUE
2014-08-21 04:50:00,TRUE
2014-08-22 03:50:00,TRUE
2014-08-22 05:50:00,TRUE
2014-08-24 00:50:00,TRUE
2014-08-24 04:50:00,TRUE
2014-08-24 07:50:00,TRUE
2014-08-24 21:50:00,TRUE
2014-08-25 05:50:00,TRUE
2014-08-27 05:50:00,TRUE
2014-08-28 05:50:00,TRUE
2014-08-28 09:50:00,TRUE
