"Index","anom_readings_online"
2014-06-21 14:50:00,TRUE
2014-06-22 15:50:00,TRUE
2014-06-26 05:50:00,TRUE
2014-06-29 18:50:00,TRUE
2014-06-29 22:50:00,TRUE
2014-06-29 23:50:00,TRUE
2014-06-30 00:50:00,TRUE
2014-06-30 01:50:00,TRUE
2014-06-30 02:50:00,TRUE
2014-06-30 04:50:00,TRUE
2014-07-01 13:50:00,TRUE
2014-07-02 22:50:00,TRUE
2014-07-02 23:50:00,TRUE
2014-07-03 00:50:00,TRUE
2014-07-03 01:50:00,TRUE
2014-07-03 02:50:00,TRUE
2014-07-03 04:50:00,TRUE
2014-07-05 06:50:00,TRUE
2014-07-05 17:50:00,TRUE
2014-07-06 20:50:00,TRUE
2014-07-10 01:50:00,TRUE
2014-07-12 00:50:00,TRUE
2014-07-12 18:50:00,TRUE
2014-07-12 20:50:00,TRUE
2014-07-12 21:50:00,TRUE
2014-07-12 22:50:00,TRUE
2014-07-13 03:50:00,TRUE
2014-07-13 05:50:00,TRUE
2014-07-16 15:50:00,TRUE
2014-07-21 10:50:00,TRUE
2014-07-21 11:50:00,TRUE
2014-07-21 17:50:00,TRUE
2014-07-22 03:50:00,TRUE
2014-07-24 00:50:00,TRUE
2014-07-24 10:50:00,TRUE
2014-07-24 11:50:00,TRUE
2014-07-24 12:50:00,TRUE
2014-07-24 13:50:00,TRUE
2014-07-24 21:50:00,TRUE
2014-07-26 00:50:00,TRUE
2014-08-02 09:50:00,TRUE
2014-08-02 10:50:00,TRUE
2014-08-02 17:50:00,TRUE
2014-08-02 18:50:00,TRUE
2014-08-02 19:50:00,TRUE
2014-08-02 20:50:00,TRUE
2014-08-02 21:50:00,TRUE
2014-08-03 06:50:00,TRUE
2014-08-03 08:50:00,TRUE
2014-08-03 10:50:00,TRUE
2014-08-03 11:50:00,TRUE
2014-08-03 13:50:00,TRUE
2014-08-03 15:50:00,TRUE
2014-08-04 15:50:00,TRUE
2014-08-05 13:50:00,TRUE
2014-08-05 14:50:00,TRUE
2014-08-06 00:50:00,TRUE
2014-08-07 19:50:00,TRUE
2014-08-08 12:50:00,TRUE
2014-08-08 15:50:00,TRUE
2014-08-09 15:50:00,TRUE
2014-08-09 16:50:00,TRUE
2014-08-14 17:50:00,TRUE
2014-08-14 20:50:00,TRUE
2014-08-16 12:50:00,TRUE
2014-08-16 13:50:00,TRUE
2014-08-16 14:50:00,TRUE
2014-08-19 00:50:00,TRUE
2014-08-24 22:50:00,TRUE
2014-08-27 21:50:00,TRUE
2014-08-28 21:50:00,TRUE
2014-08-28 23:50:00,TRUE
2014-08-29 01:50:00,TRUE
