"Index","anom_readings_online"
2014-06-22 03:50:00,TRUE
2014-06-22 05:50:00,TRUE
2014-06-23 07:50:00,TRUE
2014-06-23 22:50:00,TRUE
2014-06-24 02:50:00,TRUE
2014-06-24 17:50:00,TRUE
2014-06-25 04:50:00,TRUE
2014-06-26 03:50:00,TRUE
2014-06-26 13:50:00,TRUE
2014-06-26 21:50:00,TRUE
2014-06-27 14:50:00,TRUE
2014-06-28 01:50:00,TRUE
2014-06-28 03:50:00,TRUE
2014-06-28 22:50:00,TRUE
2014-06-29 10:50:00,TRUE
2014-06-29 14:50:00,TRUE
2014-06-29 15:50:00,TRUE
2014-06-30 00:50:00,TRUE
2014-06-30 07:50:00,TRUE
2014-06-30 19:50:00,TRUE
2014-07-01 00:50:00,TRUE
2014-07-01 04:50:00,TRUE
2014-07-01 15:50:00,TRUE
2014-07-01 17:50:00,TRUE
2014-07-01 23:50:00,TRUE
2014-07-02 11:50:00,TRUE
2014-07-03 02:50:00,TRUE
2014-07-03 11:50:00,TRUE
2014-07-04 01:50:00,TRUE
2014-07-04 03:50:00,TRUE
2014-07-04 05:50:00,TRUE
2014-07-04 14:50:00,TRUE
2014-07-05 11:50:00,TRUE
2014-07-05 21:50:00,TRUE
2014-07-06 03:50:00,TRUE
2014-07-06 11:50:00,TRUE
2014-07-06 12:50:00,TRUE
2014-07-06 13:50:00,TRUE
2014-07-07 00:50:00,TRUE
2014-07-07 04:50:00,TRUE
2014-07-07 05:50:00,TRUE
2014-07-08 16:50:00,TRUE
2014-07-08 20:50:00,TRUE
2014-07-10 17:50:00,TRUE
2014-07-11 01:50:00,TRUE
2014-07-11 02:50:00,TRUE
2014-07-11 19:50:00,TRUE
2014-07-12 18:50:00,TRUE
2014-07-13 00:50:00,TRUE
2014-07-13 02:50:00,TRUE
2014-07-13 13:50:00,TRUE
2014-07-13 16:50:00,TRUE
2014-07-14 02:50:00,TRUE
2014-07-14 05:50:00,TRUE
2014-07-14 23:50:00,TRUE
2014-07-15 20:50:00,TRUE
2014-07-16 01:50:00,TRUE
2014-07-16 13:50:00,TRUE
2014-07-17 01:50:00,TRUE
2014-07-17 03:50:00,TRUE
2014-07-18 14:50:00,TRUE
2014-07-18 19:50:00,TRUE
2014-07-18 23:50:00,TRUE
2014-07-19 12:50:00,TRUE
2014-07-19 23:50:00,TRUE
2014-07-20 00:50:00,TRUE
2014-07-20 03:50:00,TRUE
2014-07-20 08:50:00,TRUE
2014-07-20 09:50:00,TRUE
2014-07-21 07:50:00,TRUE
2014-07-21 13:50:00,TRUE
2014-07-22 02:50:00,TRUE
2014-07-22 04:50:00,TRUE
2014-07-23 02:50:00,TRUE
2014-07-23 04:50:00,TRUE
2014-07-25 01:50:00,TRUE
2014-07-25 03:50:00,TRUE
2014-07-25 04:50:00,TRUE
2014-07-25 05:50:00,TRUE
2014-07-25 09:50:00,TRUE
2014-07-25 11:50:00,TRUE
2014-07-26 23:50:00,TRUE
2014-07-27 00:50:00,TRUE
2014-07-27 11:50:00,TRUE
2014-07-30 02:50:00,TRUE
2014-07-30 22:50:00,TRUE
2014-07-31 19:50:00,TRUE
2014-08-01 02:50:00,TRUE
2014-08-01 22:50:00,TRUE
2014-08-02 00:50:00,TRUE
2014-08-02 01:50:00,TRUE
2014-08-02 03:50:00,TRUE
2014-08-02 04:50:00,TRUE
2014-08-05 07:50:00,TRUE
2014-08-07 13:50:00,TRUE
2014-08-07 20:50:00,TRUE
2014-08-08 23:50:00,TRUE
2014-08-09 00:50:00,TRUE
2014-08-10 20:50:00,TRUE
2014-08-11 08:50:00,TRUE
2014-08-12 17:50:00,TRUE
2014-08-12 19:50:00,TRUE
2014-08-13 02:50:00,TRUE
2014-08-13 03:50:00,TRUE
2014-08-14 01:50:00,TRUE
2014-08-14 03:50:00,TRUE
2014-08-14 09:50:00,TRUE
2014-08-15 19:50:00,TRUE
2014-08-18 00:50:00,TRUE
2014-08-18 17:50:00,TRUE
2014-08-19 00:50:00,TRUE
2014-08-22 14:50:00,TRUE
2014-08-22 18:50:00,TRUE
2014-08-22 21:50:00,TRUE
2014-08-23 02:50:00,TRUE
2014-08-24 00:50:00,TRUE
2014-08-24 02:50:00,TRUE
2014-08-24 04:50:00,TRUE
2014-08-25 11:50:00,TRUE
2014-08-25 15:50:00,TRUE
2014-08-25 17:50:00,TRUE
2014-08-27 05:50:00,TRUE
2014-08-28 18:50:00,TRUE
2014-08-29 01:50:00,TRUE
2014-08-29 05:50:00,TRUE
