"Index","anom_readings_online"
2014-06-24 02:50:00,TRUE
2014-06-24 21:50:00,TRUE
2014-06-24 22:50:00,TRUE
2014-06-25 15:50:00,TRUE
2014-06-26 12:50:00,TRUE
2014-06-26 22:50:00,TRUE
2014-06-27 09:50:00,TRUE
2014-06-27 10:50:00,TRUE
2014-06-27 11:50:00,TRUE
2014-06-27 23:50:00,TRUE
2014-06-29 18:50:00,TRUE
2014-06-30 21:50:00,TRUE
2014-06-30 23:50:00,TRUE
2014-07-01 09:50:00,TRUE
2014-07-04 03:50:00,TRUE
2014-07-04 18:50:00,TRUE
2014-07-04 21:50:00,TRUE
2014-07-05 00:50:00,TRUE
2014-07-05 02:50:00,TRUE
2014-07-05 23:50:00,TRUE
2014-07-06 12:50:00,TRUE
2014-07-07 12:50:00,TRUE
2014-07-08 17:50:00,TRUE
2014-07-10 09:50:00,TRUE
2014-07-10 14:50:00,TRUE
2014-07-13 09:50:00,TRUE
2014-07-14 05:50:00,TRUE
2014-07-17 13:50:00,TRUE
2014-07-18 02:50:00,TRUE
2014-07-19 03:50:00,TRUE
2014-07-19 08:50:00,TRUE
2014-07-19 13:50:00,TRUE
2014-07-20 15:50:00,TRUE
2014-07-20 22:50:00,TRUE
2014-07-21 00:50:00,TRUE
2014-07-22 17:50:00,TRUE
2014-07-23 22:50:00,TRUE
2014-07-23 23:50:00,TRUE
2014-07-24 10:50:00,TRUE
2014-07-25 05:50:00,TRUE
2014-07-25 15:50:00,TRUE
2014-07-25 18:50:00,TRUE
2014-07-27 16:50:00,TRUE
2014-07-29 13:50:00,TRUE
2014-07-30 00:50:00,TRUE
2014-07-30 08:50:00,TRUE
2014-07-30 18:50:00,TRUE
2014-08-01 14:50:00,TRUE
2014-08-02 15:50:00,TRUE
2014-08-02 17:50:00,TRUE
2014-08-02 22:50:00,TRUE
2014-08-02 23:50:00,TRUE
2014-08-03 00:50:00,TRUE
2014-08-03 11:50:00,TRUE
2014-08-05 03:50:00,TRUE
2014-08-06 18:50:00,TRUE
2014-08-07 09:50:00,TRUE
2014-08-07 10:50:00,TRUE
2014-08-09 12:50:00,TRUE
2014-08-09 21:50:00,TRUE
2014-08-09 22:50:00,TRUE
2014-08-10 01:50:00,TRUE
2014-08-10 15:50:00,TRUE
2014-08-11 02:50:00,TRUE
2014-08-11 10:50:00,TRUE
2014-08-11 13:50:00,TRUE
2014-08-13 04:50:00,TRUE
2014-08-13 13:50:00,TRUE
2014-08-13 15:50:00,TRUE
2014-08-13 16:50:00,TRUE
2014-08-14 09:50:00,TRUE
2014-08-15 01:50:00,TRUE
2014-08-15 02:50:00,TRUE
2014-08-18 10:50:00,TRUE
2014-08-18 18:50:00,TRUE
2014-08-19 05:50:00,TRUE
2014-08-20 09:50:00,TRUE
2014-08-20 17:50:00,TRUE
2014-08-21 23:50:00,TRUE
2014-08-22 00:50:00,TRUE
2014-08-22 01:50:00,TRUE
2014-08-22 08:50:00,TRUE
2014-08-22 14:50:00,TRUE
2014-08-26 11:50:00,TRUE
2014-08-26 14:50:00,TRUE
2014-08-26 15:50:00,TRUE
2014-08-26 17:50:00,TRUE
2014-08-26 19:50:00,TRUE
2014-08-27 07:50:00,TRUE
2014-08-27 10:50:00,TRUE
2014-08-27 11:50:00,TRUE
2014-08-27 12:50:00,TRUE
2014-08-28 21:50:00,TRUE
2014-08-29 05:50:00,TRUE
2014-08-29 11:50:00,TRUE
