"Index","anom_readings_online"
2014-06-21 07:50:00,TRUE
2014-06-21 09:50:00,TRUE
2014-06-21 10:50:00,TRUE
2014-06-21 11:50:00,TRUE
2014-06-21 15:50:00,TRUE
2014-06-22 15:50:00,TRUE
2014-06-28 00:50:00,TRUE
2014-06-28 01:50:00,TRUE
2014-06-29 09:50:00,TRUE
2014-06-29 10:50:00,TRUE
2014-06-29 22:50:00,TRUE
2014-06-29 23:50:00,TRUE
2014-06-30 08:50:00,TRUE
2014-06-30 10:50:00,TRUE
2014-06-30 11:50:00,TRUE
2014-06-30 12:50:00,TRUE
2014-06-30 13:50:00,TRUE
2014-06-30 15:50:00,TRUE
2014-06-30 16:50:00,TRUE
2014-07-02 06:50:00,TRUE
2014-07-03 09:50:00,TRUE
2014-07-03 10:50:00,TRUE
2014-07-03 11:50:00,TRUE
2014-07-03 12:50:00,TRUE
2014-07-03 13:50:00,TRUE
2014-07-03 15:50:00,TRUE
2014-07-04 21:50:00,TRUE
2014-07-06 13:50:00,TRUE
2014-07-06 19:50:00,TRUE
2014-07-06 23:50:00,TRUE
2014-07-07 12:50:00,TRUE
2014-07-07 13:50:00,TRUE
2014-07-07 17:50:00,TRUE
2014-07-08 17:50:00,TRUE
2014-07-10 08:50:00,TRUE
2014-07-10 11:50:00,TRUE
2014-07-10 13:50:00,TRUE
2014-07-13 23:50:00,TRUE
2014-07-18 16:50:00,TRUE
2014-07-19 00:50:00,TRUE
2014-07-19 16:50:00,TRUE
2014-07-20 00:50:00,TRUE
2014-07-20 15:50:00,TRUE
2014-07-21 12:50:00,TRUE
2014-07-22 06:50:00,TRUE
2014-07-25 01:50:00,TRUE
2014-07-27 19:50:00,TRUE
2014-07-27 21:50:00,TRUE
2014-07-28 17:50:00,TRUE
2014-07-29 08:50:00,TRUE
2014-07-29 21:50:00,TRUE
2014-07-30 07:50:00,TRUE
2014-07-30 16:50:00,TRUE
2014-07-31 07:50:00,TRUE
2014-07-31 08:50:00,TRUE
2014-07-31 09:50:00,TRUE
2014-07-31 11:50:00,TRUE
2014-07-31 23:50:00,TRUE
2014-08-01 00:50:00,TRUE
2014-08-01 01:50:00,TRUE
2014-08-01 02:50:00,TRUE
2014-08-01 03:50:00,TRUE
2014-08-01 04:50:00,TRUE
2014-08-01 05:50:00,TRUE
2014-08-02 13:50:00,TRUE
2014-08-04 18:50:00,TRUE
2014-08-06 16:50:00,TRUE
2014-08-09 03:50:00,TRUE
2014-08-09 04:50:00,TRUE
2014-08-09 05:50:00,TRUE
2014-08-10 06:50:00,TRUE
2014-08-10 12:50:00,TRUE
2014-08-10 13:50:00,TRUE
2014-08-10 21:50:00,TRUE
2014-08-10 22:50:00,TRUE
2014-08-11 10:50:00,TRUE
2014-08-11 14:50:00,TRUE
2014-08-13 09:50:00,TRUE
2014-08-14 15:50:00,TRUE
2014-08-16 02:50:00,TRUE
2014-08-16 04:50:00,TRUE
2014-08-16 05:50:00,TRUE
2014-08-16 07:50:00,TRUE
2014-08-16 11:50:00,TRUE
2014-08-16 12:50:00,TRUE
2014-08-16 13:50:00,TRUE
2014-08-16 15:50:00,TRUE
2014-08-16 16:50:00,TRUE
2014-08-20 13:50:00,TRUE
2014-08-20 18:50:00,TRUE
2014-08-22 23:50:00,TRUE
2014-08-23 05:50:00,TRUE
2014-08-23 09:50:00,TRUE
2014-08-23 14:50:00,TRUE
2014-08-23 18:50:00,TRUE
2014-08-24 11:50:00,TRUE
2014-08-25 10:50:00,TRUE
2014-08-25 11:50:00,TRUE
2014-08-25 13:50:00,TRUE
2014-08-25 14:50:00,TRUE
2014-08-25 15:50:00,TRUE
2014-08-25 16:50:00,TRUE
2014-08-27 16:50:00,TRUE
2014-08-27 19:50:00,TRUE
2014-08-28 08:50:00,TRUE
2014-08-28 09:50:00,TRUE
2014-08-28 12:50:00,TRUE
2014-08-28 15:50:00,TRUE
2014-08-28 23:50:00,TRUE
