"Index","anom_readings_online"
2014-06-22 13:50:00,TRUE
2014-06-22 21:50:00,TRUE
2014-06-23 09:50:00,TRUE
2014-06-27 10:50:00,TRUE
2014-06-30 09:50:00,TRUE
2014-07-04 09:50:00,TRUE
2014-07-04 13:50:00,TRUE
2014-07-05 22:50:00,TRUE
2014-07-07 11:50:00,TRUE
2014-07-07 13:50:00,TRUE
2014-07-07 15:50:00,TRUE
2014-07-13 19:50:00,TRUE
2014-07-14 08:50:00,TRUE
2014-07-14 09:50:00,TRUE
2014-07-14 14:50:00,TRUE
2014-07-14 17:50:00,TRUE
2014-07-15 19:50:00,TRUE
2014-07-16 17:50:00,TRUE
2014-07-17 22:50:00,TRUE
2014-07-18 01:50:00,TRUE
2014-07-18 10:50:00,TRUE
2014-07-20 17:50:00,TRUE
2014-07-21 01:50:00,TRUE
2014-07-21 10:50:00,TRUE
2014-07-21 19:50:00,TRUE
2014-07-25 18:50:00,TRUE
2014-07-26 10:50:00,TRUE
2014-07-27 17:50:00,TRUE
2014-07-28 14:50:00,TRUE
2014-08-01 09:50:00,TRUE
2014-08-01 11:50:00,TRUE
2014-08-01 14:50:00,TRUE
2014-08-02 00:50:00,TRUE
2014-08-02 03:50:00,TRUE
2014-08-02 17:50:00,TRUE
2014-08-04 21:50:00,TRUE
2014-08-04 23:50:00,TRUE
2014-08-05 21:50:00,TRUE
2014-08-07 01:50:00,TRUE
2014-08-08 10:50:00,TRUE
2014-08-08 22:50:00,TRUE
2014-08-11 11:50:00,TRUE
2014-08-11 18:50:00,TRUE
2014-08-14 19:50:00,TRUE
2014-08-15 10:50:00,TRUE
2014-08-18 21:50:00,TRUE
2014-08-20 07:50:00,TRUE
2014-08-20 09:50:00,TRUE
2014-08-22 09:50:00,TRUE
2014-08-22 10:50:00,TRUE
2014-08-24 15:50:00,TRUE
2014-08-24 16:50:00,TRUE
2014-08-25 11:50:00,TRUE
