"Index","anom_readings_online"
2014-06-21 20:50:00,TRUE
2014-06-23 16:50:00,TRUE
2014-06-27 09:50:00,TRUE
2014-06-27 17:50:00,TRUE
2014-06-28 17:50:00,TRUE
2014-06-30 14:50:00,TRUE
2014-07-02 12:50:00,TRUE
2014-07-05 14:50:00,TRUE
2014-07-06 20:50:00,TRUE
2014-07-06 21:50:00,TRUE
2014-07-07 14:50:00,TRUE
2014-07-08 17:50:00,TRUE
2014-07-09 16:50:00,TRUE
2014-07-11 01:50:00,TRUE
2014-07-26 14:50:00,TRUE
2014-07-26 15:50:00,TRUE
2014-07-26 16:50:00,TRUE
2014-07-26 17:50:00,TRUE
2014-07-26 18:50:00,TRUE
2014-07-26 19:50:00,TRUE
2014-07-26 20:50:00,TRUE
2014-07-27 07:50:00,TRUE
2014-07-27 08:50:00,TRUE
2014-07-27 09:50:00,TRUE
2014-07-27 10:50:00,TRUE
2014-07-27 11:50:00,TRUE
2014-07-28 16:50:00,TRUE
2014-07-29 16:50:00,TRUE
2014-07-30 17:50:00,TRUE
2014-07-30 21:50:00,TRUE
2014-08-01 08:50:00,TRUE
2014-08-01 10:50:00,TRUE
2014-08-02 13:50:00,TRUE
2014-08-03 10:50:00,TRUE
2014-08-03 11:50:00,TRUE
2014-08-03 13:50:00,TRUE
2014-08-05 11:50:00,TRUE
2014-08-08 11:50:00,TRUE
2014-08-10 20:50:00,TRUE
2014-08-15 09:50:00,TRUE
2014-08-15 10:50:00,TRUE
2014-08-15 13:50:00,TRUE
2014-08-21 13:50:00,TRUE
2014-08-26 16:50:00,TRUE
2014-08-26 17:50:00,TRUE
2014-08-27 07:50:00,TRUE
2014-08-27 11:50:00,TRUE
2014-08-29 09:50:00,TRUE
2014-08-29 15:50:00,TRUE
