"Index","anom_readings_online"
2014-06-21 08:50:00,TRUE
2014-06-21 09:50:00,TRUE
2014-06-21 13:50:00,TRUE
2014-06-22 11:50:00,TRUE
2014-06-22 12:50:00,TRUE
2014-06-22 18:50:00,TRUE
2014-06-24 18:50:00,TRUE
2014-06-26 18:50:00,TRUE
2014-06-26 23:50:00,TRUE
2014-06-27 06:50:00,TRUE
2014-06-27 15:50:00,TRUE
2014-06-29 08:50:00,TRUE
2014-06-29 16:50:00,TRUE
2014-06-29 17:50:00,TRUE
2014-06-30 23:50:00,TRUE
2014-07-01 01:50:00,TRUE
2014-07-01 03:50:00,TRUE
2014-07-03 09:50:00,TRUE
2014-07-03 10:50:00,TRUE
2014-07-03 11:50:00,TRUE
2014-07-03 12:50:00,TRUE
2014-07-03 13:50:00,TRUE
2014-07-04 10:50:00,TRUE
2014-07-04 12:50:00,TRUE
2014-07-05 09:50:00,TRUE
2014-07-08 18:50:00,TRUE
2014-07-10 20:50:00,TRUE
2014-07-12 06:50:00,TRUE
2014-07-21 14:50:00,TRUE
2014-07-21 15:50:00,TRUE
2014-07-26 15:50:00,TRUE
2014-07-26 16:50:00,TRUE
2014-07-26 17:50:00,TRUE
2014-07-26 18:50:00,TRUE
2014-07-26 19:50:00,TRUE
2014-07-26 21:50:00,TRUE
2014-07-27 06:50:00,TRUE
2014-07-27 07:50:00,TRUE
2014-07-27 08:50:00,TRUE
2014-07-27 09:50:00,TRUE
2014-07-27 10:50:00,TRUE
2014-07-27 12:50:00,TRUE
2014-07-27 13:50:00,TRUE
2014-07-27 14:50:00,TRUE
2014-07-28 08:50:00,TRUE
2014-07-28 11:50:00,TRUE
2014-07-28 15:50:00,TRUE
2014-07-28 17:50:00,TRUE
2014-07-29 09:50:00,TRUE
2014-07-30 17:50:00,TRUE
2014-07-31 09:50:00,TRUE
2014-08-02 17:50:00,TRUE
2014-08-02 19:50:00,TRUE
2014-08-03 09:50:00,TRUE
2014-08-03 14:50:00,TRUE
2014-08-04 10:50:00,TRUE
2014-08-04 22:50:00,TRUE
2014-08-05 16:50:00,TRUE
2014-08-07 11:50:00,TRUE
2014-08-07 21:50:00,TRUE
2014-08-09 07:50:00,TRUE
2014-08-09 19:50:00,TRUE
2014-08-10 11:50:00,TRUE
2014-08-10 13:50:00,TRUE
2014-08-13 16:50:00,TRUE
2014-08-16 10:50:00,TRUE
2014-08-16 22:50:00,TRUE
2014-08-18 14:50:00,TRUE
2014-08-18 16:50:00,TRUE
2014-08-19 19:50:00,TRUE
2014-08-20 16:50:00,TRUE
2014-08-23 19:50:00,TRUE
2014-08-23 20:50:00,TRUE
2014-08-24 12:50:00,TRUE
2014-08-24 20:50:00,TRUE
2014-08-25 18:50:00,TRUE
2014-08-26 05:50:00,TRUE
2014-08-27 17:50:00,TRUE
2014-08-28 21:50:00,TRUE
