"Index","power","anomaly"
2012-09-01 00:00:00,105.25,0
2012-09-01 00:10:00,76.4,0
2012-09-01 00:20:00,47.15,0
2012-09-01 00:30:00,55.11,0
2012-09-01 00:40:00,79.11,0
2012-09-01 00:50:00,78.27,0
2012-09-01 01:00:00,55.62,0
2012-09-01 01:10:00,46.97,0
2012-09-01 01:20:00,77.34,0
2012-09-01 01:30:00,94.03,0
2012-09-01 01:40:00,119.46,0
2012-09-01 01:50:00,98.96,0
2012-09-01 02:00:00,118.05,0
2012-09-01 02:10:00,125.71,0
2012-09-01 02:20:00,101.09,0
2012-09-01 02:30:00,47.5,0
2012-09-01 02:40:00,60.06,0
2012-09-01 02:50:00,79.29,0
2012-09-01 03:00:00,78.51,0
2012-09-01 03:10:00,50.11,0
2012-09-01 03:20:00,50.89,0
2012-09-01 03:30:00,79.14,0
2012-09-01 03:40:00,78.28,0
2012-09-01 03:50:00,67.21,0
2012-09-01 04:00:00,103.32,0
2012-09-01 04:10:00,127.47,0
2012-09-01 04:20:00,127.14,0
2012-09-01 04:30:00,112.53,0
2012-09-01 04:40:00,74.48,0
2012-09-01 04:50:00,66.64,0
2012-09-01 05:00:00,85.44,0
2012-09-01 05:10:00,72.64,0
2012-09-01 05:20:00,46.72,0
2012-09-01 05:30:00,58.21,0
2012-09-01 05:40:00,78.36,0
2012-09-01 05:50:00,77.46,0
2012-09-01 06:00:00,50.36,0
2012-09-01 06:10:00,55.34,0
2012-09-01 06:20:00,134.07,0
2012-09-01 06:30:00,130.03,0
2012-09-01 06:40:00,107.03,0
2012-09-01 06:50:00,94.21,0
2012-09-01 07:00:00,109.44,0
2012-09-01 07:10:00,78.29,0
2012-09-01 07:20:00,66.76,0
2012-09-01 07:30:00,47.13,0
2012-09-01 07:40:00,65.1,0
2012-09-01 07:50:00,121.24,0
2012-09-01 08:00:00,120.65,0
2012-09-01 08:10:00,92.51,0
2012-09-01 08:20:00,102.57,0
2012-09-01 08:30:00,126.29,0
2012-09-01 08:40:00,171.05,0
2012-09-01 08:50:00,145.94,0
2012-09-01 09:00:00,148.43,0
2012-09-01 09:10:00,171.31,0
2012-09-01 09:20:00,168.06,0
2012-09-01 09:30:00,99.53,0
2012-09-01 09:40:00,91.77,0
2012-09-01 09:50:00,80.03,0
2012-09-01 10:00:00,78.62,0
2012-09-01 10:10:00,62.31,0
2012-09-01 10:20:00,47.51,0
2012-09-01 10:30:00,70.7,0
2012-09-01 10:40:00,78.83,0
2012-09-01 10:50:00,70,0
2012-09-01 11:00:00,87.49,0
2012-09-01 11:10:00,117.09,0
2012-09-01 11:20:00,128.56,0
2012-09-01 11:30:00,124.23,0
2012-09-01 11:40:00,94.13,0
2012-09-01 11:50:00,57.4,0
2012-09-01 12:00:00,79.46,0
2012-09-01 12:10:00,78.55,0
2012-09-01 12:20:00,54.43,0
2012-09-01 12:30:00,47.96,0
2012-09-01 12:40:00,77.84,0
2012-09-01 12:50:00,78.39,0
2012-09-01 13:00:00,63.71,0
2012-09-01 13:10:00,47.67,0
2012-09-01 13:20:00,103.34,0
2012-09-01 13:30:00,133.49,0
2012-09-01 13:40:00,122.29,0
2012-09-01 13:50:00,95.79,0
2012-09-01 14:00:00,107.36,0
2012-09-01 14:10:00,92.79,0
2012-09-01 14:20:00,77.3,0
2012-09-01 14:30:00,47.89,0
2012-09-01 14:40:00,56.6,0
2012-09-01 14:50:00,79.45,0
2012-09-01 15:00:00,78.61,0
2012-09-01 15:10:00,52.18,0
2012-09-01 15:20:00,48.93,0
2012-09-01 15:30:00,79.49,0
2012-09-01 15:40:00,101.42,0
2012-09-01 15:50:00,115.86,0
2012-09-01 16:00:00,98.34,0
2012-09-01 16:10:00,121.2,0
2012-09-01 16:20:00,125.7,0
2012-09-01 16:30:00,85.32,0
2012-09-01 16:40:00,47.74,0
2012-09-01 16:50:00,65.3,0
2012-09-01 17:00:00,83.22,0
2012-09-01 17:10:00,70.49,0
2012-09-01 17:20:00,47.48,0
2012-09-01 17:30:00,61.37,0
2012-09-01 17:40:00,78.95,0
2012-09-01 17:50:00,78.22,0
2012-09-01 18:00:00,71.85,0
2012-09-01 18:10:00,107.18,0
2012-09-01 18:20:00,130.3,0
2012-09-01 18:30:00,126.56,0
2012-09-01 18:40:00,103.84,0
2012-09-01 18:50:00,62.54,0
2012-09-01 19:00:00,76.82,0
2012-09-01 19:10:00,78.26,0
2012-09-01 19:20:00,63.71,0
2012-09-01 19:30:00,47.22,0
2012-09-01 19:40:00,68.68,0
2012-09-01 19:50:00,78.49,0
2012-09-01 20:00:00,71.64,0
2012-09-01 20:10:00,47.18,0
2012-09-01 20:20:00,77.95,0
2012-09-01 20:30:00,134.15,0
2012-09-01 20:40:00,129.67,0
2012-09-01 20:50:00,99.01,0
2012-09-01 21:00:00,97.32,0
2012-09-01 21:10:00,98.3,0
2012-09-01 21:20:00,78.04,0
2012-09-01 21:30:00,58.43,0
2012-09-01 21:40:00,47.47,0
2012-09-01 21:50:00,73.5,0
2012-09-01 22:00:00,78.79,0
2012-09-01 22:10:00,67.25,0
2012-09-01 22:20:00,47.36,0
2012-09-01 22:30:00,64.91,0
2012-09-01 22:40:00,91.61,0
2012-09-01 22:50:00,126.15,0
2012-09-01 23:00:00,99.74,0
2012-09-01 23:10:00,109.65,0
2012-09-01 23:20:00,125.76,0
2012-09-01 23:30:00,105.17,0
2012-09-01 23:40:00,48.25,0
2012-09-01 23:50:00,54.53,0
2012-09-02 00:00:00,79.3,0
2012-09-02 00:10:00,77.82,0
2012-09-02 00:20:00,53.12,0
2012-09-02 00:30:00,47.08,0
2012-09-02 00:40:00,79.27,0
2012-09-02 00:50:00,85.83,0
