"Index","anom_location"
2014-06-23 07:50:00,"kitchenapp2"
2014-06-25 00:50:00,"air1"
2014-06-25 02:50:00,"air1"
2014-06-25 10:50:00,"furnace1"
2014-06-25 12:50:00,"air1"
2014-06-27 04:50:00,"dishwasher1"
2014-06-27 23:50:00,"air1"
2014-06-28 07:50:00,"air1"
2014-06-28 09:50:00,"air1"
2014-06-28 20:50:00,"air1"
2014-06-28 21:50:00,"air1"
2014-06-29 15:50:00,"air1"
2014-07-02 04:50:00,"air1"
2014-07-02 09:50:00,"air1"
2014-07-04 16:50:00,"air1"
2014-07-04 17:50:00,"air1"
2014-07-05 02:50:00,"air1"
2014-07-07 00:50:00,"air1"
2014-07-15 00:50:00,"air1"
2014-07-15 17:50:00,"air1"
2014-07-17 02:50:00,"air1"
2014-07-17 05:50:00,"air1"
2014-07-19 09:50:00,"kitchenapp2"
2014-07-19 13:50:00,"dishwasher1"
2014-07-19 19:50:00,"air1"
2014-07-20 09:50:00,"kitchenapp2"
2014-07-20 23:50:00,"air1"
2014-07-21 09:50:00,"dishwasher1"
2014-07-21 12:50:00,"air1"
2014-07-22 21:50:00,"air1"
2014-07-25 08:50:00,"furnace1"
2014-07-25 09:50:00,"dishwasher1"
2014-07-26 14:50:00,"air1"
2014-07-26 19:50:00,"air1"
2014-07-26 20:50:00,"air1"
2014-07-27 11:50:00,"air1"
2014-07-27 16:50:00,"air1"
2014-07-27 17:50:00,"air1"
2014-07-27 23:50:00,"air1"
2014-07-28 05:50:00,"kitchenapp2"
2014-07-28 23:50:00,"dishwasher1"
2014-07-29 10:50:00,"furnace1"
2014-07-30 05:50:00,"refrigerator1"
2014-07-30 15:50:00,"air1"
2014-07-30 16:50:00,"air1"
2014-07-30 17:50:00,"air1"
2014-07-30 22:50:00,"air1"
2014-07-30 23:50:00,"air1"
2014-07-31 03:50:00,"air1"
2014-07-31 05:50:00,"air1"
2014-07-31 06:50:00,"air1"
2014-07-31 07:50:00,"air1"
2014-07-31 10:50:00,"air1"
2014-08-01 03:50:00,"dishwasher1"
2014-08-01 04:50:00,"air1"
2014-08-02 05:50:00,"air1"
2014-08-02 06:50:00,"dishwasher1"
2014-08-02 07:50:00,"dishwasher1"
2014-08-02 21:50:00,"air1"
2014-08-03 11:50:00,"air1"
2014-08-03 18:50:00,"air1"
2014-08-04 00:50:00,"air1"
2014-08-04 02:50:00,"air1"
2014-08-04 07:50:00,"air1"
2014-08-06 09:50:00,"air1"
2014-08-06 23:50:00,"air1"
2014-08-07 19:50:00,"air1"
2014-08-08 02:50:00,"air1"
2014-08-08 13:50:00,"air1"
2014-08-08 14:50:00,"air1"
2014-08-08 15:50:00,"air1"
2014-08-10 10:50:00,"air1"
2014-08-15 03:50:00,"air1"
2014-08-16 08:50:00,"air1"
2014-08-16 16:50:00,"air1"
2014-08-16 17:50:00,"air1"
2014-08-16 19:50:00,"air1"
2014-08-17 01:50:00,"air1"
2014-08-17 02:50:00,"air1"
2014-08-17 10:50:00,"air1"
2014-08-17 11:50:00,"air1"
2014-08-18 13:50:00,"air1"
2014-08-20 17:50:00,"kitchenapp1"
2014-08-20 18:50:00,"kitchenapp1"
2014-08-21 02:50:00,"air1"
2014-08-22 15:50:00,"furnace1"
2014-08-22 17:50:00,"air1"
2014-08-22 20:50:00,"air1"
2014-08-23 04:50:00,"dishwasher1"
2014-08-23 05:50:00,"dishwasher1"
2014-08-23 14:50:00,"air1"
2014-08-23 17:50:00,"air1"
2014-08-23 18:50:00,"air1"
2014-08-24 04:50:00,"dishwasher1"
2014-08-24 11:50:00,"air1"
2014-08-24 18:50:00,"air1"
2014-08-24 20:50:00,"air1"
2014-08-26 00:50:00,"air1"
2014-08-26 04:50:00,"furnace1"
2014-08-27 23:50:00,"air1"
2014-08-28 06:50:00,"air1"
2014-08-29 00:50:00,"air1"
2014-08-29 05:50:00,"kitchenapp1"
2014-08-30 03:50:00,"air1"
2014-08-30 05:50:00,"dishwasher1"
2014-08-30 23:50:00,"air1"
