"Index","anom_location"
2014-06-22 19:50:00,"air1"
2014-06-23 02:50:00,"air1"
2014-07-02 11:50:00,"air1"
2014-07-08 09:50:00,"kitchenapp1"
2014-07-12 09:50:00,"air1"
2014-07-13 08:50:00,"air1"
2014-07-25 10:50:00,"air1"
2014-08-03 13:50:00,"kitchenapp1"
2014-08-11 16:50:00,"air1"
2014-08-17 06:50:00,"air1"
2014-08-19 05:50:00,"air1"
2014-08-20 09:50:00,"refrigerator1"
2014-08-21 04:50:00,"air1"
2014-08-26 04:50:00,"refrigerator1"
2014-08-26 09:50:00,"refrigerator1"
2014-08-27 02:50:00,"air1"
2014-08-27 03:50:00,"air1"
2014-08-27 10:50:00,"air1"
2014-08-27 12:50:00,"air1"
2014-08-27 14:50:00,"air1"
2014-08-28 02:50:00,"air1"
2014-08-28 14:50:00,"air1"
2014-08-28 18:50:00,"air1"
2014-08-28 19:50:00,"air1"
2014-08-29 08:50:00,"range1"
2014-08-29 11:50:00,"microwave1"
2014-08-29 15:50:00,"air1"
2014-08-29 16:50:00,"air1"
2014-08-30 07:50:00,"air1"
2014-08-30 10:50:00,"range1"
