"Index","anom_location"
2014-06-22 00:50:00,"drye1"
2014-06-23 19:50:00,"drye1"
2014-07-07 19:50:00,"drye1"
2014-07-07 20:50:00,"drye1"
2014-07-10 17:50:00,"drye1"
2014-07-13 02:50:00,"drye1"
2014-07-19 22:50:00,"drye1"
2014-07-20 00:50:00,"drye1"
2014-07-20 01:50:00,"drye1"
2014-07-20 19:50:00,"drye1"
2014-07-21 17:50:00,"drye1"
2014-07-27 22:50:00,"dishwasher1"
2014-07-27 23:50:00,"drye1"
2014-07-28 01:50:00,"drye1"
2014-07-31 21:50:00,"dishwasher1"
2014-07-31 22:50:00,"drye1"
2014-08-01 18:50:00,"air1"
2014-08-01 19:50:00,"air1"
2014-08-02 00:50:00,"drye1"
2014-08-02 17:50:00,"air1"
2014-08-03 20:50:00,"dishwasher1"
2014-08-03 22:50:00,"drye1"
2014-08-04 19:50:00,"drye1"
2014-08-04 20:50:00,"drye1"
2014-08-04 21:50:00,"drye1"
2014-08-05 03:50:00,"drye1"
2014-08-08 14:50:00,"air1"
2014-08-08 18:50:00,"air1"
2014-08-08 19:50:00,"dishwasher1"
2014-08-08 20:50:00,"furnace1"
2014-08-09 14:50:00,"drye1"
2014-08-10 18:50:00,"dishwasher1"
2014-08-10 20:50:00,"furnace1"
2014-08-11 17:50:00,"drye1"
2014-08-11 23:50:00,"drye1"
2014-08-12 23:50:00,"dishwasher1"
2014-08-13 18:50:00,"dishwasher1"
2014-08-13 19:50:00,"dishwasher1"
2014-08-13 20:50:00,"dishwasher1"
2014-08-16 15:50:00,"drye1"
2014-08-16 16:50:00,"drye1"
2014-08-17 02:50:00,"drye1"
2014-08-18 18:50:00,"drye1"
2014-08-18 19:50:00,"drye1"
2014-08-18 20:50:00,"drye1"
2014-08-18 21:50:00,"drye1"
2014-08-18 23:50:00,"furnace1"
2014-08-19 17:50:00,"dishwasher1"
2014-08-19 23:50:00,"air1"
2014-08-21 17:50:00,"furnace1"
2014-08-21 18:50:00,"microwave1"
2014-08-21 20:50:00,"furnace1"
2014-08-22 03:50:00,"dishwasher1"
2014-08-22 18:50:00,"dishwasher1"
2014-08-22 21:50:00,"dishwasher1"
2014-08-22 22:50:00,"drye1"
2014-08-23 05:50:00,"furnace1"
2014-08-23 18:50:00,"refrigerator1"
2014-08-24 04:50:00,"furnace1"
2014-08-24 05:50:00,"furnace1"
2014-08-24 15:50:00,"drye1"
2014-08-24 21:50:00,"furnace1"
2014-08-25 20:50:00,"drye1"
2014-08-26 00:50:00,"dishwasher1"
2014-08-26 04:50:00,"microwave1"
2014-08-27 17:50:00,"furnace1"
2014-08-28 17:50:00,"dishwasher1"
2014-08-28 18:50:00,"dishwasher1"
2014-08-29 00:50:00,"dishwasher1"
2014-08-30 16:50:00,"air1"
