"Index","anom_location"
2014-06-22 17:50:00,"air1"
2014-06-25 04:50:00,"waterheater1"
2014-06-26 04:50:00,"livingroom1"
2014-06-26 17:50:00,"air1"
2014-06-28 20:50:00,"range1"
2014-06-29 10:50:00,"refrigerator1"
2014-06-30 02:50:00,"range1"
2014-06-30 14:50:00,"air1"
2014-06-30 23:50:00,"range1"
2014-07-05 11:50:00,"refrigerator1"
2014-07-07 09:50:00,"air1"
2014-07-10 08:50:00,"air1"
2014-07-11 21:50:00,"livingroom1"
2014-07-12 02:50:00,"air1"
2014-07-13 21:50:00,"air1"
2014-07-13 23:50:00,"air1"
2014-07-14 13:50:00,"waterheater1"
2014-07-16 23:50:00,"air1"
2014-07-17 06:50:00,"air1"
2014-07-18 04:50:00,"livingroom1"
2014-07-20 10:50:00,"air1"
2014-07-20 15:50:00,"range1"
2014-07-22 15:50:00,"air1"
2014-07-29 09:50:00,"air1"
2014-08-02 21:50:00,"waterheater1"
2014-08-10 19:50:00,"range1"
2014-08-13 18:50:00,"range1"
2014-08-13 19:50:00,"range1"
2014-08-16 07:50:00,"livingroom1"
2014-08-17 15:50:00,"livingroom1"
2014-08-18 15:50:00,"livingroom1"
2014-08-20 15:50:00,"livingroom1"
2014-08-21 18:50:00,"range1"
2014-08-23 21:50:00,"waterheater1"
