"Index","anom_location"
2014-06-22 16:50:00,"air1"
2014-06-24 03:50:00,"air1"
2014-06-24 04:50:00,"air1"
2014-06-24 17:50:00,"range1"
2014-06-26 04:50:00,"range1"
2014-06-26 05:50:00,"range1"
2014-06-27 02:50:00,"range1"
2014-06-28 18:50:00,"range1"
2014-06-28 19:50:00,"range1"
2014-06-28 20:50:00,"range1"
2014-06-29 07:50:00,"air1"
2014-07-01 13:50:00,"air1"
2014-07-02 09:50:00,"air1"
2014-07-02 14:50:00,"range1"
2014-07-02 20:50:00,"air1"
2014-07-02 21:50:00,"range1"
2014-07-04 14:50:00,"air1"
2014-07-07 13:50:00,"air1"
2014-07-08 02:50:00,"range1"
2014-07-08 03:50:00,"air1"
2014-07-08 07:50:00,"air1"
2014-07-10 03:50:00,"air1"
2014-07-10 19:50:00,"refrigerator1"
2014-07-11 23:50:00,"range1"
2014-07-12 21:50:00,"air1"
2014-07-14 03:50:00,"dishwasher1"
2014-07-15 12:50:00,"air1"
2014-07-16 04:50:00,"range1"
2014-07-16 18:50:00,"range1"
2014-07-16 20:50:00,"air1"
2014-07-20 17:50:00,"refrigerator1"
2014-07-20 22:50:00,"range1"
2014-07-22 03:50:00,"range1"
2014-07-25 04:50:00,"air1"
2014-07-25 13:50:00,"air1"
2014-07-25 17:50:00,"range1"
2014-07-25 23:50:00,"range1"
2014-07-26 20:50:00,"range1"
2014-07-27 14:50:00,"refrigerator1"
2014-07-27 15:50:00,"air1"
2014-07-27 16:50:00,"range1"
2014-07-27 17:50:00,"range1"
2014-07-27 19:50:00,"range1"
2014-07-28 23:50:00,"range1"
2014-07-30 15:50:00,"dishwasher1"
2014-07-31 15:50:00,"range1"
2014-07-31 17:50:00,"air1"
2014-07-31 22:50:00,"range1"
2014-08-02 23:50:00,"range1"
2014-08-03 16:50:00,"air1"
2014-08-04 19:50:00,"air1"
2014-08-04 20:50:00,"range1"
2014-08-04 23:50:00,"range1"
2014-08-05 17:50:00,"air1"
2014-08-06 22:50:00,"air1"
2014-08-07 00:50:00,"range1"
2014-08-10 17:50:00,"air1"
2014-08-16 04:50:00,"air1"
2014-08-16 20:50:00,"range1"
2014-08-16 22:50:00,"range1"
2014-08-16 23:50:00,"range1"
2014-08-17 17:50:00,"air1"
2014-08-19 17:50:00,"dishwasher1"
2014-08-21 23:50:00,"range1"
2014-08-22 17:50:00,"refrigerator1"
2014-08-22 18:50:00,"range1"
2014-08-24 16:50:00,"air1"
2014-08-24 21:50:00,"range1"
2014-08-26 08:50:00,"air1"
2014-08-26 15:50:00,"range1"
2014-08-28 13:50:00,"air1"
2014-08-28 16:50:00,"dishwasher1"
2014-08-30 05:50:00,"air1"
