"Index","anom_location"
2014-06-22 11:50:00,"air1"
2014-06-22 14:50:00,"furnace1"
2014-06-22 17:50:00,"lights_plugs1"
2014-06-23 04:50:00,"dishwasher1"
2014-06-24 04:50:00,"furnace1"
2014-06-24 05:50:00,"dishwasher1"
2014-06-24 16:50:00,"furnace1"
2014-06-24 17:50:00,"furnace1"
2014-06-25 04:50:00,"dishwasher1"
2014-06-25 10:50:00,"air1"
2014-06-26 14:50:00,"dishwasher1"
2014-06-26 15:50:00,"dishwasher1"
2014-06-26 16:50:00,"air1"
2014-06-26 17:50:00,"air1"
2014-06-29 05:50:00,"air1"
2014-06-29 18:50:00,"air1"
2014-06-30 23:50:00,"air1"
2014-07-01 03:50:00,"air1"
2014-07-01 06:50:00,"air1"
2014-07-01 11:50:00,"air1"
2014-07-03 05:50:00,"dishwasher1"
2014-07-05 04:50:00,"furnace1"
2014-07-05 19:50:00,"air1"
2014-07-05 23:50:00,"dishwasher1"
2014-07-06 14:50:00,"furnace1"
2014-07-07 02:50:00,"air1"
2014-07-08 10:50:00,"air1"
2014-07-08 11:50:00,"microwave1"
2014-07-10 15:50:00,"air1"
2014-07-10 16:50:00,"dishwasher1"
2014-07-10 17:50:00,"dishwasher1"
2014-07-10 18:50:00,"air1"
2014-07-11 22:50:00,"air1"
2014-07-13 05:50:00,"furnace1"
2014-07-13 11:50:00,"air1"
2014-07-13 18:50:00,"air1"
2014-07-13 19:50:00,"air1"
2014-07-14 23:50:00,"air1"
2014-07-15 15:50:00,"dishwasher1"
2014-07-15 16:50:00,"furnace1"
2014-07-17 08:50:00,"air1"
2014-07-17 14:50:00,"dishwasher1"
2014-07-17 15:50:00,"dishwasher1"
2014-07-17 16:50:00,"dishwasher1"
2014-07-17 17:50:00,"air1"
2014-07-18 04:50:00,"dishwasher1"
2014-07-18 05:50:00,"air1"
2014-07-18 14:50:00,"air1"
2014-07-19 04:50:00,"furnace1"
2014-07-21 20:50:00,"air1"
2014-07-21 21:50:00,"air1"
2014-07-21 23:50:00,"air1"
2014-07-22 00:50:00,"air1"
2014-07-22 01:50:00,"air1"
2014-07-22 02:50:00,"air1"
2014-07-22 07:50:00,"air1"
2014-07-22 15:50:00,"furnace1"
2014-07-22 17:50:00,"dishwasher1"
2014-07-22 19:50:00,"air1"
2014-07-23 19:50:00,"air1"
2014-07-24 15:50:00,"dishwasher1"
2014-07-24 16:50:00,"dishwasher1"
2014-07-24 17:50:00,"dishwasher1"
2014-07-27 20:50:00,"air1"
2014-07-28 03:50:00,"air1"
2014-07-28 04:50:00,"furnace1"
2014-07-29 05:50:00,"furnace1"
2014-07-29 06:50:00,"furnace1"
2014-07-30 06:50:00,"furnace1"
2014-07-30 09:50:00,"air1"
2014-07-31 04:50:00,"dishwasher1"
2014-07-31 05:50:00,"dishwasher1"
2014-07-31 06:50:00,"furnace1"
2014-07-31 11:50:00,"air1"
2014-07-31 14:50:00,"dishwasher1"
2014-07-31 15:50:00,"dishwasher1"
2014-07-31 16:50:00,"dishwasher1"
2014-08-01 04:50:00,"furnace1"
2014-08-01 05:50:00,"furnace1"
2014-08-01 06:50:00,"dishwasher1"
2014-08-03 04:50:00,"air1"
2014-08-03 05:50:00,"air1"
2014-08-04 01:50:00,"air1"
2014-08-05 09:50:00,"air1"
2014-08-06 01:50:00,"air1"
2014-08-06 02:50:00,"air1"
2014-08-07 14:50:00,"furnace1"
2014-08-07 15:50:00,"dishwasher1"
2014-08-07 16:50:00,"dishwasher1"
2014-08-07 17:50:00,"air1"
2014-08-07 20:50:00,"air1"
2014-08-09 23:50:00,"air1"
2014-08-10 03:50:00,"dishwasher1"
2014-08-10 05:50:00,"furnace1"
2014-08-10 16:50:00,"furnace1"
2014-08-10 17:50:00,"air1"
2014-08-12 01:50:00,"air1"
2014-08-13 01:50:00,"dishwasher1"
2014-08-13 03:50:00,"dishwasher1"
2014-08-13 11:50:00,"air1"
2014-08-14 04:50:00,"air1"
2014-08-14 05:50:00,"air1"
2014-08-14 06:50:00,"furnace1"
2014-08-14 14:50:00,"furnace1"
2014-08-14 16:50:00,"air1"
2014-08-17 16:50:00,"air1"
2014-08-17 21:50:00,"air1"
2014-08-18 14:50:00,"air1"
2014-08-19 17:50:00,"air1"
2014-08-20 09:50:00,"air1"
2014-08-20 18:50:00,"air1"
2014-08-21 13:50:00,"air1"
2014-08-22 04:50:00,"air1"
2014-08-22 10:50:00,"furnace1"
2014-08-23 09:50:00,"furnace1"
2014-08-23 10:50:00,"furnace1"
2014-08-24 15:50:00,"air1"
2014-08-25 03:50:00,"air1"
2014-08-25 04:50:00,"air1"
2014-08-25 06:50:00,"air1"
2014-08-25 07:50:00,"air1"
2014-08-25 09:50:00,"air1"
2014-08-25 10:50:00,"air1"
2014-08-26 17:50:00,"air1"
2014-08-27 09:50:00,"dishwasher1"
2014-08-28 14:50:00,"furnace1"
2014-08-28 15:50:00,"dishwasher1"
2014-08-29 08:50:00,"air1"
2014-08-29 10:50:00,"air1"
