"Index","anom_readings"
2014-06-22 02:50:00,1
2014-06-22 03:50:00,1
2014-06-22 20:50:00,1
2014-06-25 01:50:00,1
2014-06-26 06:50:00,1
2014-06-26 16:50:00,1
2014-06-27 02:50:00,1
2014-06-27 20:50:00,1
2014-06-29 17:50:00,1
2014-06-30 20:50:00,1
2014-06-30 22:50:00,1
2014-07-01 12:50:00,1
2014-07-03 00:50:00,1
2014-07-03 01:50:00,1
2014-07-03 05:50:00,1
2014-07-03 19:50:00,1
2014-07-04 18:50:00,1
2014-07-05 21:50:00,1
2014-07-06 05:50:00,1
2014-07-06 22:50:00,1
2014-07-06 23:50:00,1
2014-07-09 13:50:00,1
2014-07-14 01:50:00,1
2014-07-14 14:50:00,1
2014-07-16 02:50:00,1
2014-07-16 03:50:00,1
2014-07-18 16:50:00,1
2014-07-18 17:50:00,1
2014-07-18 18:50:00,1
2014-07-20 05:50:00,1
2014-07-21 19:50:00,1
2014-07-21 22:50:00,1
2014-07-22 07:50:00,1
2014-07-26 14:50:00,1
2014-07-26 19:50:00,1
2014-07-27 04:50:00,1
2014-07-27 18:50:00,1
2014-07-27 21:50:00,1
2014-07-31 06:50:00,1
2014-07-31 16:50:00,1
2014-08-01 06:50:00,1
2014-08-01 17:50:00,1
2014-08-01 18:50:00,1
2014-08-01 23:50:00,1
2014-08-02 00:50:00,1
2014-08-02 05:50:00,1
2014-08-03 21:50:00,1
2014-08-04 01:50:00,1
2014-08-09 20:50:00,1
2014-08-09 21:50:00,1
2014-08-09 22:50:00,1
2014-08-11 02:50:00,1
2014-08-11 03:50:00,1
2014-08-11 12:50:00,1
2014-08-11 14:50:00,1
2014-08-11 15:50:00,1
2014-08-13 18:50:00,1
2014-08-14 05:50:00,1
2014-08-15 01:50:00,1
2014-08-16 18:50:00,1
2014-08-16 20:50:00,1
2014-08-16 21:50:00,1
2014-08-17 15:50:00,1
2014-08-17 19:50:00,1
2014-08-18 03:50:00,1
2014-08-18 16:50:00,1
2014-08-18 17:50:00,1
2014-08-18 18:50:00,1
2014-08-19 16:50:00,1
2014-08-23 20:50:00,1
2014-08-24 02:50:00,1
2014-08-24 03:50:00,1
2014-08-24 14:50:00,1
2014-08-25 22:50:00,1
2014-08-25 23:50:00,1
2014-08-26 05:50:00,1
2014-08-26 19:50:00,1
2014-08-27 06:50:00,1
2014-08-27 07:50:00,1
2014-08-28 06:50:00,1
2014-08-29 01:50:00,1
2014-08-30 17:50:00,1
2014-08-30 18:50:00,1
