"Index","anom_readings"
2014-06-22 03:50:00,1
2014-06-22 07:50:00,1
2014-06-23 04:50:00,1
2014-06-23 15:50:00,1
2014-06-26 18:50:00,1
2014-06-26 19:50:00,1
2014-06-26 22:50:00,1
2014-06-28 23:50:00,1
2014-06-29 00:50:00,1
2014-06-29 16:50:00,1
2014-06-29 21:50:00,1
2014-06-30 13:50:00,1
2014-06-30 14:50:00,1
2014-06-30 17:50:00,1
2014-06-30 20:50:00,1
2014-07-02 22:50:00,1
2014-07-03 13:50:00,1
2014-07-03 14:50:00,1
2014-07-03 16:50:00,1
2014-07-03 17:50:00,1
2014-07-03 18:50:00,1
2014-07-04 12:50:00,1
2014-07-04 18:50:00,1
2014-07-06 01:50:00,1
2014-07-07 03:50:00,1
2014-07-08 20:50:00,1
2014-07-10 01:50:00,1
2014-07-10 02:50:00,1
2014-07-10 03:50:00,1
2014-07-14 05:50:00,1
2014-07-17 12:50:00,1
2014-07-17 13:50:00,1
2014-07-17 14:50:00,1
2014-07-18 00:50:00,1
2014-07-18 16:50:00,1
2014-07-18 18:50:00,1
2014-07-22 04:50:00,1
2014-07-22 05:50:00,1
2014-07-24 14:50:00,1
2014-07-24 15:50:00,1
2014-07-24 19:50:00,1
2014-07-25 13:50:00,1
2014-07-26 18:50:00,1
2014-07-26 19:50:00,1
2014-07-26 20:50:00,1
2014-07-26 21:50:00,1
2014-07-27 01:50:00,1
2014-07-28 04:50:00,1
2014-07-28 08:50:00,1
2014-07-29 09:50:00,1
2014-07-30 22:50:00,1
2014-07-30 23:50:00,1
2014-08-02 03:50:00,1
2014-08-02 05:50:00,1
2014-08-04 10:50:00,1
2014-08-06 20:50:00,1
2014-08-08 12:50:00,1
2014-08-10 09:50:00,1
2014-08-10 15:50:00,1
2014-08-11 07:50:00,1
2014-08-11 16:50:00,1
2014-08-12 13:50:00,1
2014-08-13 19:50:00,1
2014-08-14 04:50:00,1
2014-08-14 13:50:00,1
2014-08-15 11:50:00,1
2014-08-15 13:50:00,1
2014-08-15 14:50:00,1
2014-08-15 15:50:00,1
2014-08-17 13:50:00,1
2014-08-22 16:50:00,1
2014-08-22 19:50:00,1
2014-08-24 13:50:00,1
2014-08-30 05:50:00,1
2014-08-30 17:50:00,1
