"Index","anom_readings"
2014-06-22 21:50:00,1
2014-06-23 11:50:00,1
2014-06-24 03:50:00,1
2014-06-25 00:50:00,1
2014-06-25 04:50:00,1
2014-06-28 07:50:00,1
2014-06-28 20:50:00,1
2014-06-28 21:50:00,1
2014-06-29 04:50:00,1
2014-06-29 06:50:00,1
2014-06-29 09:50:00,1
2014-06-29 19:50:00,1
2014-06-29 22:50:00,1
2014-06-30 08:50:00,1
2014-06-30 23:50:00,1
2014-07-03 14:50:00,1
2014-07-04 05:50:00,1
2014-07-04 21:50:00,1
2014-07-05 03:50:00,1
2014-07-05 15:50:00,1
2014-07-05 21:50:00,1
2014-07-07 10:50:00,1
2014-07-07 11:50:00,1
2014-07-07 15:50:00,1
2014-07-09 10:50:00,1
2014-07-09 12:50:00,1
2014-07-10 05:50:00,1
2014-07-10 11:50:00,1
2014-07-11 18:50:00,1
2014-07-12 01:50:00,1
2014-07-12 02:50:00,1
2014-07-13 17:50:00,1
2014-07-13 22:50:00,1
2014-07-14 07:50:00,1
2014-07-14 13:50:00,1
2014-07-17 06:50:00,1
2014-07-17 08:50:00,1
2014-07-17 14:50:00,1
2014-07-17 18:50:00,1
2014-07-18 10:50:00,1
2014-07-19 04:50:00,1
2014-07-19 21:50:00,1
2014-07-20 05:50:00,1
2014-07-20 15:50:00,1
2014-07-21 12:50:00,1
2014-07-22 19:50:00,1
2014-07-23 05:50:00,1
2014-07-23 15:50:00,1
2014-07-25 07:50:00,1
2014-07-25 13:50:00,1
2014-07-26 02:50:00,1
2014-07-26 14:50:00,1
2014-07-29 03:50:00,1
2014-07-29 09:50:00,1
2014-07-29 16:50:00,1
2014-07-31 05:50:00,1
2014-07-31 18:50:00,1
2014-08-01 18:50:00,1
2014-08-02 21:50:00,1
2014-08-03 22:50:00,1
2014-08-04 17:50:00,1
2014-08-05 01:50:00,1
2014-08-06 12:50:00,1
2014-08-08 20:50:00,1
2014-08-10 11:50:00,1
2014-08-11 03:50:00,1
2014-08-12 17:50:00,1
2014-08-12 23:50:00,1
2014-08-13 00:50:00,1
2014-08-13 04:50:00,1
2014-08-13 13:50:00,1
2014-08-13 18:50:00,1
2014-08-13 19:50:00,1
2014-08-14 02:50:00,1
2014-08-14 17:50:00,1
2014-08-15 10:50:00,1
2014-08-16 01:50:00,1
2014-08-16 09:50:00,1
2014-08-16 17:50:00,1
2014-08-16 22:50:00,1
2014-08-17 04:50:00,1
2014-08-17 09:50:00,1
2014-08-17 12:50:00,1
2014-08-17 23:50:00,1
2014-08-18 07:50:00,1
2014-08-18 12:50:00,1
2014-08-18 16:50:00,1
2014-08-19 02:50:00,1
2014-08-21 21:50:00,1
2014-08-22 15:50:00,1
2014-08-23 16:50:00,1
2014-08-23 21:50:00,1
2014-08-26 19:50:00,1
2014-08-27 13:50:00,1
2014-08-27 15:50:00,1
2014-08-28 00:50:00,1
2014-08-28 01:50:00,1
2014-08-30 13:50:00,1
