"Index","anom_readings"
2014-06-22 03:50:00,1
2014-06-24 01:50:00,1
2014-06-25 09:50:00,1
2014-06-26 01:50:00,1
2014-06-26 11:50:00,1
2014-06-27 00:50:00,1
2014-06-27 10:50:00,1
2014-06-28 18:50:00,1
2014-06-28 20:50:00,1
2014-06-29 19:50:00,1
2014-06-29 20:50:00,1
2014-07-01 10:50:00,1
2014-07-03 14:50:00,1
2014-07-04 14:50:00,1
2014-07-04 15:50:00,1
2014-07-08 02:50:00,1
2014-07-09 01:50:00,1
2014-07-11 17:50:00,1
2014-07-12 12:50:00,1
2014-07-12 17:50:00,1
2014-07-12 19:50:00,1
2014-07-12 20:50:00,1
2014-07-12 21:50:00,1
2014-07-12 22:50:00,1
2014-07-13 12:50:00,1
2014-07-13 16:50:00,1
2014-07-13 17:50:00,1
2014-07-13 18:50:00,1
2014-07-13 23:50:00,1
2014-07-15 14:50:00,1
2014-07-15 15:50:00,1
2014-07-19 05:50:00,1
2014-07-19 16:50:00,1
2014-07-20 20:50:00,1
2014-07-21 04:50:00,1
2014-07-21 13:50:00,1
2014-07-21 14:50:00,1
2014-07-24 01:50:00,1
2014-07-25 08:50:00,1
2014-07-25 12:50:00,1
2014-07-26 06:50:00,1
2014-07-26 15:50:00,1
2014-07-26 22:50:00,1
2014-07-27 02:50:00,1
2014-07-28 19:50:00,1
2014-07-31 11:50:00,1
2014-08-02 03:50:00,1
2014-08-05 12:50:00,1
2014-08-05 17:50:00,1
2014-08-06 00:50:00,1
2014-08-06 18:50:00,1
2014-08-07 07:50:00,1
2014-08-07 13:50:00,1
2014-08-08 23:50:00,1
2014-08-09 06:50:00,1
2014-08-09 12:50:00,1
2014-08-09 19:50:00,1
2014-08-10 20:50:00,1
2014-08-10 21:50:00,1
2014-08-10 22:50:00,1
2014-08-11 01:50:00,1
2014-08-14 16:50:00,1
2014-08-14 17:50:00,1
2014-08-15 04:50:00,1
2014-08-16 13:50:00,1
2014-08-17 18:50:00,1
2014-08-17 19:50:00,1
2014-08-17 21:50:00,1
2014-08-18 02:50:00,1
2014-08-18 13:50:00,1
2014-08-21 03:50:00,1
2014-08-21 11:50:00,1
2014-08-24 12:50:00,1
2014-08-28 14:50:00,1
2014-08-28 15:50:00,1
2014-08-29 14:50:00,1
2014-08-29 15:50:00,1
2014-08-29 16:50:00,1
