"Index","anom_readings"
2014-06-22 13:50:00,1
2014-06-22 16:50:00,1
2014-06-23 12:50:00,1
2014-06-25 02:50:00,1
2014-06-25 10:50:00,1
2014-06-28 07:50:00,1
2014-06-28 08:50:00,1
2014-06-28 09:50:00,1
2014-06-28 10:50:00,1
2014-06-28 20:50:00,1
2014-06-29 04:50:00,1
2014-06-29 05:50:00,1
2014-06-29 09:50:00,1
2014-06-29 14:50:00,1
2014-07-02 03:50:00,1
2014-07-02 06:50:00,1
2014-07-04 15:50:00,1
2014-07-04 23:50:00,1
2014-07-05 16:50:00,1
2014-07-06 00:50:00,1
2014-07-09 03:50:00,1
2014-07-09 19:50:00,1
2014-07-10 05:50:00,1
2014-07-10 22:50:00,1
2014-07-13 11:50:00,1
2014-07-14 20:50:00,1
2014-07-15 07:50:00,1
2014-07-15 10:50:00,1
2014-07-17 08:50:00,1
2014-07-17 21:50:00,1
2014-07-26 14:50:00,1
2014-07-26 15:50:00,1
2014-07-26 20:50:00,1
2014-07-26 21:50:00,1
2014-07-27 11:50:00,1
2014-07-27 16:50:00,1
2014-07-28 19:50:00,1
2014-07-29 01:50:00,1
2014-07-30 14:50:00,1
2014-07-30 15:50:00,1
2014-07-30 16:50:00,1
2014-07-30 17:50:00,1
2014-07-30 18:50:00,1
2014-07-30 22:50:00,1
2014-07-30 23:50:00,1
2014-07-31 01:50:00,1
2014-07-31 05:50:00,1
2014-07-31 06:50:00,1
2014-07-31 07:50:00,1
2014-07-31 08:50:00,1
2014-07-31 09:50:00,1
2014-07-31 10:50:00,1
2014-07-31 12:50:00,1
2014-07-31 13:50:00,1
2014-07-31 23:50:00,1
2014-08-01 00:50:00,1
2014-08-01 02:50:00,1
2014-08-01 03:50:00,1
2014-08-01 04:50:00,1
2014-08-01 05:50:00,1
2014-08-01 13:50:00,1
2014-08-02 02:50:00,1
2014-08-02 04:50:00,1
2014-08-02 05:50:00,1
2014-08-03 11:50:00,1
2014-08-03 14:50:00,1
2014-08-03 16:50:00,1
2014-08-03 17:50:00,1
2014-08-03 18:50:00,1
2014-08-03 20:50:00,1
2014-08-04 22:50:00,1
2014-08-06 03:50:00,1
2014-08-06 05:50:00,1
2014-08-06 08:50:00,1
2014-08-06 09:50:00,1
2014-08-07 18:50:00,1
2014-08-07 19:50:00,1
2014-08-07 20:50:00,1
2014-08-08 01:50:00,1
2014-08-08 08:50:00,1
2014-08-08 13:50:00,1
2014-08-08 14:50:00,1
2014-08-08 15:50:00,1
2014-08-08 19:50:00,1
2014-08-08 21:50:00,1
2014-08-09 06:50:00,1
2014-08-09 08:50:00,1
2014-08-10 04:50:00,1
2014-08-10 05:50:00,1
2014-08-10 06:50:00,1
2014-08-10 09:50:00,1
2014-08-10 10:50:00,1
2014-08-10 16:50:00,1
2014-08-10 17:50:00,1
2014-08-10 18:50:00,1
2014-08-14 23:50:00,1
2014-08-15 03:50:00,1
2014-08-16 17:50:00,1
2014-08-16 19:50:00,1
2014-08-16 23:50:00,1
2014-08-17 11:50:00,1
2014-08-17 23:50:00,1
2014-08-18 00:50:00,1
2014-08-18 13:50:00,1
2014-08-22 17:50:00,1
2014-08-23 14:50:00,1
2014-08-23 15:50:00,1
2014-08-24 05:50:00,1
2014-08-24 06:50:00,1
2014-08-24 15:50:00,1
2014-08-24 20:50:00,1
2014-08-24 21:50:00,1
2014-08-25 02:50:00,1
2014-08-29 23:50:00,1
2014-08-30 00:50:00,1
2014-08-30 01:50:00,1
2014-08-30 04:50:00,1
