"Index","anom_readings"
2014-06-24 00:50:00,1
2014-06-28 21:50:00,1
2014-06-28 22:50:00,1
2014-06-30 07:50:00,1
2014-06-30 08:50:00,1
2014-06-30 09:50:00,1
2014-06-30 10:50:00,1
2014-06-30 11:50:00,1
2014-07-02 12:50:00,1
2014-07-03 13:50:00,1
2014-07-03 16:50:00,1
2014-07-04 02:50:00,1
2014-07-06 03:50:00,1
2014-07-06 04:50:00,1
2014-07-06 05:50:00,1
2014-07-06 17:50:00,1
2014-07-06 18:50:00,1
2014-07-08 23:50:00,1
2014-07-09 00:50:00,1
2014-07-09 16:50:00,1
2014-07-11 05:50:00,1
2014-07-11 06:50:00,1
2014-07-16 18:50:00,1
2014-07-16 21:50:00,1
2014-07-17 02:50:00,1
2014-07-17 03:50:00,1
2014-07-17 14:50:00,1
2014-07-18 01:50:00,1
2014-07-18 09:50:00,1
2014-07-18 13:50:00,1
2014-07-18 15:50:00,1
2014-07-18 16:50:00,1
2014-07-19 11:50:00,1
2014-07-20 09:50:00,1
2014-07-20 10:50:00,1
2014-07-21 08:50:00,1
2014-07-21 09:50:00,1
2014-07-21 11:50:00,1
2014-07-21 12:50:00,1
2014-07-22 07:50:00,1
2014-07-22 10:50:00,1
2014-07-22 11:50:00,1
2014-07-22 16:50:00,1
2014-07-22 17:50:00,1
2014-07-23 15:50:00,1
2014-07-23 19:50:00,1
2014-07-25 19:50:00,1
2014-07-27 18:50:00,1
2014-07-28 03:50:00,1
2014-07-28 05:50:00,1
2014-07-28 06:50:00,1
2014-08-05 05:50:00,1
2014-08-09 06:50:00,1
2014-08-09 07:50:00,1
2014-08-14 21:50:00,1
2014-08-15 19:50:00,1
2014-08-17 04:50:00,1
2014-08-17 17:50:00,1
2014-08-17 18:50:00,1
2014-08-18 20:50:00,1
2014-08-20 04:50:00,1
2014-08-20 12:50:00,1
2014-08-21 03:50:00,1
2014-08-21 04:50:00,1
2014-08-21 05:50:00,1
2014-08-21 06:50:00,1
2014-08-21 07:50:00,1
2014-08-21 08:50:00,1
2014-08-21 09:50:00,1
2014-08-21 10:50:00,1
2014-08-21 11:50:00,1
2014-08-21 12:50:00,1
2014-08-21 13:50:00,1
2014-08-22 04:50:00,1
2014-08-22 18:50:00,1
2014-08-22 19:50:00,1
2014-08-22 20:50:00,1
2014-08-22 21:50:00,1
2014-08-22 23:50:00,1
2014-08-23 00:50:00,1
2014-08-23 14:50:00,1
2014-08-23 15:50:00,1
2014-08-23 16:50:00,1
2014-08-23 17:50:00,1
2014-08-23 18:50:00,1
2014-08-23 21:50:00,1
2014-08-23 22:50:00,1
2014-08-23 23:50:00,1
2014-08-24 23:50:00,1
2014-08-25 01:50:00,1
2014-08-25 02:50:00,1
2014-08-27 22:50:00,1
2014-08-28 01:50:00,1
2014-08-28 02:50:00,1
2014-08-30 14:50:00,1
2014-08-30 15:50:00,1
2014-08-30 16:50:00,1
2014-08-30 17:50:00,1
2014-08-30 18:50:00,1
2014-08-30 19:50:00,1
2014-08-30 20:50:00,1
2014-08-30 21:50:00,1
2014-08-30 22:50:00,1
2014-08-30 23:50:00,1
