"Index","anom_readings"
2014-06-22 19:50:00,1
2014-06-22 20:50:00,1
2014-06-22 23:50:00,1
2014-06-23 00:50:00,1
2014-06-23 03:50:00,1
2014-06-24 08:50:00,1
2014-06-24 09:50:00,1
2014-06-25 07:50:00,1
2014-06-25 08:50:00,1
2014-06-26 07:50:00,1
2014-06-26 23:50:00,1
2014-06-27 18:50:00,1
2014-06-29 17:50:00,1
2014-07-03 03:50:00,1
2014-07-03 16:50:00,1
2014-07-03 22:50:00,1
2014-07-04 10:50:00,1
2014-07-04 13:50:00,1
2014-07-05 15:50:00,1
2014-07-08 00:50:00,1
2014-07-08 04:50:00,1
2014-07-11 01:50:00,1
2014-07-17 14:50:00,1
2014-07-18 04:50:00,1
2014-07-18 08:50:00,1
2014-07-19 19:50:00,1
2014-07-19 21:50:00,1
2014-07-19 23:50:00,1
2014-07-20 08:50:00,1
2014-07-20 13:50:00,1
2014-07-20 14:50:00,1
2014-07-20 15:50:00,1
2014-07-20 16:50:00,1
2014-07-20 18:50:00,1
2014-07-21 11:50:00,1
2014-07-22 07:50:00,1
2014-07-22 08:50:00,1
2014-07-24 07:50:00,1
2014-07-24 09:50:00,1
2014-07-27 22:50:00,1
2014-07-28 00:50:00,1
2014-07-28 02:50:00,1
2014-08-01 13:50:00,1
2014-08-02 15:50:00,1
2014-08-02 17:50:00,1
2014-08-07 16:50:00,1
2014-08-07 17:50:00,1
2014-08-07 19:50:00,1
2014-08-07 20:50:00,1
2014-08-07 23:50:00,1
2014-08-08 00:50:00,1
2014-08-08 10:50:00,1
2014-08-08 14:50:00,1
2014-08-08 21:50:00,1
2014-08-08 22:50:00,1
2014-08-08 23:50:00,1
2014-08-11 06:50:00,1
2014-08-11 07:50:00,1
2014-08-14 07:50:00,1
2014-08-16 00:50:00,1
2014-08-16 01:50:00,1
2014-08-16 02:50:00,1
2014-08-16 12:50:00,1
2014-08-16 13:50:00,1
2014-08-24 09:50:00,1
2014-08-24 20:50:00,1
2014-08-25 01:50:00,1
2014-08-27 02:50:00,1
2014-08-27 03:50:00,1
2014-08-28 15:50:00,1
2014-08-29 13:50:00,1
2014-08-29 14:50:00,1
2014-08-30 02:50:00,1
2014-08-30 13:50:00,1
2014-08-30 18:50:00,1
