"Index","anom_readings_online"
2014-06-22 03:50:00,TRUE
2014-06-24 05:50:00,TRUE
2014-06-25 02:50:00,TRUE
2014-06-25 03:50:00,TRUE
2014-06-26 16:50:00,TRUE
2014-06-27 02:50:00,TRUE
2014-06-30 20:50:00,TRUE
2014-06-30 22:50:00,TRUE
2014-07-01 03:50:00,TRUE
2014-07-03 01:50:00,TRUE
2014-07-03 02:50:00,TRUE
2014-07-05 04:50:00,TRUE
2014-07-05 05:50:00,TRUE
2014-07-05 21:50:00,TRUE
2014-07-06 23:50:00,TRUE
2014-07-10 05:50:00,TRUE
2014-07-11 05:50:00,TRUE
2014-07-13 21:50:00,TRUE
2014-07-13 23:50:00,TRUE
2014-07-16 02:50:00,TRUE
2014-07-18 04:50:00,TRUE
2014-07-20 02:50:00,TRUE
2014-07-20 03:50:00,TRUE
2014-07-20 04:50:00,TRUE
2014-07-21 04:50:00,TRUE
2014-07-21 05:50:00,TRUE
2014-07-21 22:50:00,TRUE
2014-07-24 01:50:00,TRUE
2014-07-26 04:50:00,TRUE
2014-07-26 19:50:00,TRUE
2014-07-27 02:50:00,TRUE
2014-07-27 21:50:00,TRUE
2014-07-29 05:50:00,TRUE
2014-07-30 05:50:00,TRUE
2014-07-30 06:50:00,TRUE
2014-07-31 05:50:00,TRUE
2014-07-31 16:50:00,TRUE
2014-08-02 00:50:00,TRUE
2014-08-03 19:50:00,TRUE
2014-08-04 05:50:00,TRUE
2014-08-04 15:50:00,TRUE
2014-08-06 03:50:00,TRUE
2014-08-08 05:50:00,TRUE
2014-08-09 03:50:00,TRUE
2014-08-09 21:50:00,TRUE
2014-08-09 22:50:00,TRUE
2014-08-11 02:50:00,TRUE
2014-08-11 04:50:00,TRUE
2014-08-16 21:50:00,TRUE
2014-08-18 02:50:00,TRUE
2014-08-19 04:50:00,TRUE
2014-08-19 05:50:00,TRUE
2014-08-23 20:50:00,TRUE
2014-08-24 02:50:00,TRUE
2014-08-24 14:50:00,TRUE
2014-08-24 23:50:00,TRUE
2014-08-25 04:50:00,TRUE
2014-08-25 05:50:00,TRUE
2014-08-25 22:50:00,TRUE
2014-08-26 00:50:00,TRUE
2014-08-26 06:50:00,TRUE
2014-08-28 05:50:00,TRUE
2014-08-29 05:50:00,TRUE
2014-08-30 18:50:00,TRUE
