"Index","anom_readings"
2014-06-22 06:50:00,1
2014-06-22 13:50:00,1
2014-06-24 08:50:00,1
2014-06-28 08:50:00,1
2014-06-28 12:50:00,1
2014-06-30 01:50:00,1
2014-07-01 19:50:00,1
2014-07-02 11:50:00,1
2014-07-02 14:50:00,1
2014-07-03 07:50:00,1
2014-07-04 11:50:00,1
2014-07-08 06:50:00,1
2014-07-12 09:50:00,1
2014-07-13 04:50:00,1
2014-07-13 08:50:00,1
2014-07-14 03:50:00,1
2014-07-14 09:50:00,1
2014-07-15 04:50:00,1
2014-07-15 05:50:00,1
2014-07-15 14:50:00,1
2014-07-16 13:50:00,1
2014-07-17 12:50:00,1
2014-07-18 13:50:00,1
2014-07-24 11:50:00,1
2014-07-25 00:50:00,1
2014-07-25 07:50:00,1
2014-07-26 11:50:00,1
2014-07-26 20:50:00,1
2014-07-28 23:50:00,1
2014-07-29 02:50:00,1
2014-08-04 10:50:00,1
2014-08-08 11:50:00,1
2014-08-09 08:50:00,1
2014-08-10 19:50:00,1
2014-08-12 00:50:00,1
2014-08-12 15:50:00,1
2014-08-18 14:50:00,1
2014-08-20 08:50:00,1
2014-08-20 09:50:00,1
2014-08-23 18:50:00,1
2014-08-24 04:50:00,1
2014-08-25 12:50:00,1
2014-08-27 02:50:00,1
2014-08-27 03:50:00,1
2014-08-27 04:50:00,1
2014-08-27 07:50:00,1
2014-08-27 08:50:00,1
2014-08-27 10:50:00,1
2014-08-27 12:50:00,1
2014-08-27 13:50:00,1
2014-08-27 22:50:00,1
2014-08-28 01:50:00,1
2014-08-28 02:50:00,1
2014-08-28 06:50:00,1
2014-08-28 10:50:00,1
2014-08-28 16:50:00,1
2014-08-28 19:50:00,1
2014-08-29 05:50:00,1
2014-08-29 11:50:00,1
2014-08-29 15:50:00,1
2014-08-29 18:50:00,1
2014-08-30 07:50:00,1
2014-08-30 15:50:00,1
2014-08-30 19:50:00,1
