"Index","anom_readings"
2014-06-22 15:50:00,1
2014-06-26 03:50:00,1
2014-06-26 04:50:00,1
2014-06-26 05:50:00,1
2014-06-27 02:50:00,1
2014-06-28 09:50:00,1
2014-06-28 17:50:00,1
2014-06-28 19:50:00,1
2014-06-28 20:50:00,1
2014-06-28 21:50:00,1
2014-06-29 00:50:00,1
2014-06-29 19:50:00,1
2014-06-30 14:50:00,1
2014-07-01 13:50:00,1
2014-07-02 07:50:00,1
2014-07-02 14:50:00,1
2014-07-02 21:50:00,1
2014-07-02 22:50:00,1
2014-07-03 16:50:00,1
2014-07-04 12:50:00,1
2014-07-04 15:50:00,1
2014-07-05 16:50:00,1
2014-07-08 02:50:00,1
2014-07-09 00:50:00,1
2014-07-11 01:50:00,1
2014-07-11 23:50:00,1
2014-07-12 18:50:00,1
2014-07-13 18:50:00,1
2014-07-15 03:50:00,1
2014-07-15 12:50:00,1
2014-07-16 14:50:00,1
2014-07-16 18:50:00,1
2014-07-20 20:50:00,1
2014-07-20 22:50:00,1
2014-07-22 03:50:00,1
2014-07-25 13:50:00,1
2014-07-25 16:50:00,1
2014-07-25 17:50:00,1
2014-07-25 19:50:00,1
2014-07-26 21:50:00,1
2014-07-27 14:50:00,1
2014-07-27 15:50:00,1
2014-07-27 16:50:00,1
2014-07-27 17:50:00,1
2014-07-27 18:50:00,1
2014-07-27 19:50:00,1
2014-07-28 18:50:00,1
2014-07-28 23:50:00,1
2014-07-30 15:50:00,1
2014-07-31 14:50:00,1
2014-07-31 15:50:00,1
2014-08-01 05:50:00,1
2014-08-01 08:50:00,1
2014-08-01 09:50:00,1
2014-08-03 00:50:00,1
2014-08-04 03:50:00,1
2014-08-06 21:50:00,1
2014-08-07 04:50:00,1
2014-08-07 13:50:00,1
2014-08-08 12:50:00,1
2014-08-10 19:50:00,1
2014-08-14 14:50:00,1
2014-08-16 22:50:00,1
2014-08-18 03:50:00,1
2014-08-20 15:50:00,1
2014-08-21 23:50:00,1
2014-08-22 01:50:00,1
2014-08-22 19:50:00,1
2014-08-24 15:50:00,1
2014-08-24 16:50:00,1
2014-08-24 18:50:00,1
2014-08-24 21:50:00,1
2014-08-25 11:50:00,1
2014-08-26 07:50:00,1
2014-08-26 08:50:00,1
2014-08-26 09:50:00,1
2014-08-26 11:50:00,1
2014-08-26 14:50:00,1
2014-08-26 15:50:00,1
2014-08-28 12:50:00,1
2014-08-28 13:50:00,1
2014-08-30 20:50:00,1
