"Index","anom_readings"
2014-06-23 01:50:00,1
2014-06-23 02:50:00,1
2014-06-23 11:50:00,1
2014-06-23 16:50:00,1
2014-06-25 12:50:00,1
2014-06-26 10:50:00,1
2014-06-26 13:50:00,1
2014-06-28 08:50:00,1
2014-06-28 13:50:00,1
2014-06-28 15:50:00,1
2014-06-28 19:50:00,1
2014-06-29 10:50:00,1
2014-07-06 01:50:00,1
2014-07-06 05:50:00,1
2014-07-06 06:50:00,1
2014-07-06 08:50:00,1
2014-07-08 14:50:00,1
2014-07-09 17:50:00,1
2014-07-09 18:50:00,1
2014-07-10 09:50:00,1
2014-07-10 13:50:00,1
2014-07-13 21:50:00,1
2014-07-24 13:50:00,1
2014-07-24 23:50:00,1
2014-07-25 14:50:00,1
2014-07-25 15:50:00,1
2014-07-25 16:50:00,1
2014-07-25 17:50:00,1
2014-07-25 20:50:00,1
2014-07-29 13:50:00,1
2014-08-01 02:50:00,1
2014-08-03 00:50:00,1
2014-08-03 01:50:00,1
2014-08-09 13:50:00,1
2014-08-09 14:50:00,1
2014-08-09 15:50:00,1
2014-08-10 11:50:00,1
2014-08-10 14:50:00,1
2014-08-11 12:50:00,1
2014-08-11 13:50:00,1
2014-08-11 21:50:00,1
2014-08-15 13:50:00,1
2014-08-16 19:50:00,1
2014-08-16 20:50:00,1
2014-08-16 23:50:00,1
2014-08-17 00:50:00,1
2014-08-17 01:50:00,1
2014-08-17 02:50:00,1
2014-08-17 03:50:00,1
2014-08-17 04:50:00,1
2014-08-26 16:50:00,1
