"Index","anom_readings"
2014-06-22 02:50:00,1
2014-06-22 06:50:00,1
2014-06-22 12:50:00,1
2014-06-23 12:50:00,1
2014-06-25 09:50:00,1
2014-06-25 20:50:00,1
2014-06-29 03:50:00,1
2014-06-29 04:50:00,1
2014-06-29 10:50:00,1
2014-06-30 03:50:00,1
2014-06-30 18:50:00,1
2014-07-01 08:50:00,1
2014-07-02 05:50:00,1
2014-07-02 16:50:00,1
2014-07-02 18:50:00,1
2014-07-03 07:50:00,1
2014-07-03 17:50:00,1
2014-07-05 06:50:00,1
2014-07-05 17:50:00,1
2014-07-05 19:50:00,1
2014-07-05 21:50:00,1
2014-07-07 08:50:00,1
2014-07-07 14:50:00,1
2014-07-07 15:50:00,1
2014-07-09 10:50:00,1
2014-07-11 16:50:00,1
2014-07-13 07:50:00,1
2014-07-13 12:50:00,1
2014-07-13 22:50:00,1
2014-07-14 03:50:00,1
2014-07-14 09:50:00,1
2014-07-15 07:50:00,1
2014-07-15 13:50:00,1
2014-07-16 18:50:00,1
2014-07-16 21:50:00,1
2014-07-19 15:50:00,1
2014-07-21 13:50:00,1
2014-07-21 19:50:00,1
2014-07-21 20:50:00,1
2014-07-21 23:50:00,1
2014-07-22 08:50:00,1
2014-07-22 10:50:00,1
2014-07-22 11:50:00,1
2014-07-24 04:50:00,1
2014-07-24 05:50:00,1
2014-07-24 08:50:00,1
2014-07-24 11:50:00,1
2014-07-25 10:50:00,1
2014-07-26 18:50:00,1
2014-07-26 20:50:00,1
2014-07-27 06:50:00,1
2014-07-28 12:50:00,1
2014-07-29 12:50:00,1
2014-07-30 02:50:00,1
2014-08-02 22:50:00,1
2014-08-03 15:50:00,1
2014-08-05 14:50:00,1
2014-08-06 01:50:00,1
2014-08-06 13:50:00,1
2014-08-07 10:50:00,1
2014-08-07 11:50:00,1
2014-08-08 07:50:00,1
2014-08-08 08:50:00,1
2014-08-09 03:50:00,1
2014-08-09 08:50:00,1
2014-08-09 14:50:00,1
2014-08-10 06:50:00,1
2014-08-11 00:50:00,1
2014-08-11 09:50:00,1
2014-08-11 10:50:00,1
2014-08-11 11:50:00,1
2014-08-13 16:50:00,1
2014-08-13 17:50:00,1
2014-08-15 09:50:00,1
2014-08-16 12:50:00,1
2014-08-16 13:50:00,1
2014-08-16 14:50:00,1
2014-08-16 15:50:00,1
2014-08-16 17:50:00,1
2014-08-16 18:50:00,1
2014-08-17 03:50:00,1
2014-08-17 04:50:00,1
2014-08-17 08:50:00,1
2014-08-17 09:50:00,1
2014-08-18 09:50:00,1
2014-08-18 10:50:00,1
2014-08-19 07:50:00,1
2014-08-19 11:50:00,1
2014-08-20 09:50:00,1
2014-08-21 12:50:00,1
2014-08-21 16:50:00,1
2014-08-22 05:50:00,1
2014-08-22 11:50:00,1
2014-08-24 10:50:00,1
2014-08-24 16:50:00,1
2014-08-24 20:50:00,1
2014-08-30 14:50:00,1
2014-08-30 15:50:00,1
2014-08-30 16:50:00,1
2014-08-30 18:50:00,1
2014-08-30 19:50:00,1
