"Index","anom_readings"
2014-06-25 02:50:00,1
2014-06-26 13:50:00,1
2014-06-26 14:50:00,1
2014-06-26 15:50:00,1
2014-06-26 18:50:00,1
2014-06-26 19:50:00,1
2014-06-26 20:50:00,1
2014-06-26 22:50:00,1
2014-06-28 00:50:00,1
2014-06-29 04:50:00,1
2014-07-10 16:50:00,1
2014-07-10 17:50:00,1
2014-07-11 19:50:00,1
2014-07-11 23:50:00,1
2014-07-14 02:50:00,1
2014-07-15 11:50:00,1
2014-07-15 18:50:00,1
2014-07-15 22:50:00,1
2014-07-18 00:50:00,1
2014-07-18 20:50:00,1
2014-07-18 21:50:00,1
2014-07-19 00:50:00,1
2014-07-22 13:50:00,1
2014-07-22 14:50:00,1
2014-07-23 00:50:00,1
2014-07-23 01:50:00,1
2014-07-23 18:50:00,1
2014-07-26 17:50:00,1
2014-07-27 21:50:00,1
2014-07-28 03:50:00,1
2014-08-01 16:50:00,1
2014-08-01 20:50:00,1
2014-08-03 00:50:00,1
2014-08-05 22:50:00,1
2014-08-05 23:50:00,1
2014-08-06 00:50:00,1
2014-08-06 01:50:00,1
2014-08-10 06:50:00,1
2014-08-14 20:50:00,1
2014-08-16 17:50:00,1
2014-08-16 18:50:00,1
2014-08-16 19:50:00,1
2014-08-16 23:50:00,1
2014-08-17 01:50:00,1
2014-08-17 02:50:00,1
2014-08-17 15:50:00,1
2014-08-20 22:50:00,1
2014-08-27 23:50:00,1
2014-08-30 01:50:00,1
2014-08-30 16:50:00,1
2014-08-30 17:50:00,1
