"Index","power","anomaly"
2014-07-01 00:00:00,1253.5,1
2014-07-01 00:10:00,5469.7,1
2014-07-01 00:20:00,449,0
2014-07-01 00:30:00,450.3,0
2014-07-01 00:40:00,451.8,0
2014-07-01 00:50:00,1047.4,1
2014-07-01 01:00:00,1474.8,1
2014-07-01 01:10:00,380.7,0
2014-07-01 01:20:00,387,0
2014-07-01 01:30:00,385.1,0
2014-07-01 01:40:00,383.8,0
2014-07-01 01:50:00,285,0
2014-07-01 02:00:00,277.1,0
2014-07-01 02:10:00,281.5,0
2014-07-01 02:20:00,330.9,0
2014-07-01 02:30:00,399.8,0
2014-07-01 02:40:00,395.1,0
2014-07-01 02:50:00,382.4,0
2014-07-01 03:00:00,374.7,0
2014-07-01 03:10:00,214.9,0
2014-07-01 03:20:00,920.3,1
2014-07-01 03:30:00,1380,1
2014-07-01 03:40:00,221.4,0
2014-07-01 03:50:00,300.2,0
2014-07-01 04:00:00,312.8,0
2014-07-01 04:10:00,322.8,0
2014-07-01 04:20:00,317.9,0
2014-07-01 04:30:00,240.9,0
2014-07-01 04:40:00,177,0
2014-07-01 04:50:00,177.4,0
2014-07-01 05:00:00,177.8,0
2014-07-01 05:10:00,254.8,0
2014-07-01 05:20:00,236.6,0
2014-07-01 05:30:00,225.1,0
2014-07-01 05:40:00,207.3,0
2014-07-01 05:50:00,122,0
2014-07-01 06:00:00,122,0
2014-07-01 06:10:00,121.8,0
2014-07-01 06:20:00,154.6,0
2014-07-01 06:30:00,229.7,0
2014-07-01 06:40:00,226.5,0
2014-07-01 06:50:00,223.2,0
2014-07-01 07:00:00,124,0
2014-07-01 07:10:00,120.6,0
2014-07-01 07:20:00,121,0
2014-07-01 07:30:00,121,0
2014-07-01 07:40:00,226.1,0
2014-07-01 07:50:00,225.9,0
2014-07-01 08:00:00,224.1,0
2014-07-01 08:10:00,128.7,0
2014-07-01 08:20:00,121,0
2014-07-01 08:30:00,121,0
2014-07-01 08:40:00,121,0
2014-07-01 08:50:00,624.8,1
2014-07-01 09:00:00,872.4,1
2014-07-01 09:10:00,224.3,0
2014-07-01 09:20:00,142.5,0
2014-07-01 09:30:00,121.4,0
2014-07-01 09:40:00,121,0
2014-07-01 09:50:00,121,0
2014-07-01 10:00:00,189.5,0
2014-07-01 10:10:00,226.9,0
2014-07-01 10:20:00,223.9,0
2014-07-01 10:30:00,136.3,0
2014-07-01 10:40:00,120.4,0
2014-07-01 10:50:00,121.3,0
2014-07-01 11:00:00,119.9,0
2014-07-01 11:10:00,193.5,0
2014-07-01 11:20:00,227,0
2014-07-01 11:30:00,222.6,0
2014-07-01 11:40:00,129.8,0
2014-07-01 11:50:00,123,0
2014-07-01 12:00:00,132.6,0
2014-07-01 12:10:00,119.3,0
2014-07-01 12:20:00,189.1,0
2014-07-01 12:30:00,3065.1,1
2014-07-01 12:40:00,221.4,0
2014-07-01 12:50:00,131.2,0
2014-07-01 13:00:00,118.5,0
2014-07-01 13:10:00,135.6,0
2014-07-01 13:20:00,436.3,0
2014-07-01 13:30:00,2726.7,1
2014-07-01 13:40:00,1268.2,1
2014-07-01 13:50:00,987.5,1
2014-07-01 14:00:00,256.5,0
2014-07-01 14:10:00,227.3,0
2014-07-01 14:20:00,259.3,0
2014-07-01 14:30:00,2435,1
2014-07-01 14:40:00,292.1,0
2014-07-01 14:50:00,331.1,0
2014-07-01 15:00:00,330.8,0
2014-07-01 15:10:00,222.6,0
2014-07-01 15:20:00,187.1,0
2014-07-01 15:30:00,187,0
2014-07-01 15:40:00,186.5,0
2014-07-01 15:50:00,202.6,0
2014-07-01 16:00:00,253.8,0
2014-07-01 16:10:00,233.9,0
2014-07-01 16:20:00,205.7,0
2014-07-01 16:30:00,129,0
2014-07-01 16:40:00,128.9,0
2014-07-01 16:50:00,128,0
2014-07-01 17:00:00,128.6,0
2014-07-01 17:10:00,237.8,0
2014-07-01 17:20:00,2568,1
2014-07-01 17:30:00,373.8,0
2014-07-01 17:40:00,280,0
2014-07-01 17:50:00,279.3,0
2014-07-01 18:00:00,279.7,0
2014-07-01 18:10:00,1474.5,1
2014-07-01 18:20:00,928.9,1
2014-07-01 18:30:00,800.1,1
2014-07-01 18:40:00,467.7,0
2014-07-01 18:50:00,402.1,0
2014-07-01 19:00:00,369,0
2014-07-01 19:10:00,366.8,0
2014-07-01 19:20:00,353.8,0
2014-07-01 19:30:00,382.2,0
2014-07-01 19:40:00,421.6,0
2014-07-01 19:50:00,353.8,0
2014-07-01 20:00:00,1509.7,1
2014-07-01 20:10:00,1342.4,1
2014-07-01 20:20:00,275.6,0
2014-07-01 20:30:00,275.7,0
2014-07-01 20:40:00,279.9,0
2014-07-01 20:50:00,267.4,0
2014-07-01 21:00:00,330.8,0
2014-07-01 21:10:00,349.3,0
2014-07-01 21:20:00,338.9,0
2014-07-01 21:30:00,247.3,0
2014-07-01 21:40:00,224.8,0
2014-07-01 21:50:00,188,0
2014-07-01 22:00:00,188.1,0
2014-07-01 22:10:00,282.5,0
2014-07-01 22:20:00,304.3,0
2014-07-01 22:30:00,392.3,0
2014-07-01 22:40:00,306.8,0
2014-07-01 22:50:00,1067.9,1
2014-07-01 23:00:00,1592.2,1
2014-07-01 23:10:00,260.3,0
2014-07-01 23:20:00,289.2,0
2014-07-01 23:30:00,389.1,0
2014-07-01 23:40:00,392.5,0
2014-07-01 23:50:00,437.7,0
2014-07-02 00:00:00,457,0
2014-07-02 00:10:00,432.7,0
2014-07-02 00:20:00,2875.4,1
2014-07-02 00:30:00,372,0
2014-07-02 00:40:00,362.7,0
2014-07-02 00:50:00,444.4,0
2014-07-02 01:00:00,434.9,0
2014-07-02 01:10:00,426.5,0
2014-07-02 01:20:00,390.2,0
2014-07-02 01:30:00,915.5,1
2014-07-02 01:40:00,1588.2,0
2014-07-02 01:50:00,440.1,0
2014-07-02 02:00:00,441.4,0
2014-07-02 02:10:00,424.8,0
2014-07-02 02:20:00,389.1,0
2014-07-02 02:30:00,359.4,0
2014-07-02 02:40:00,368.9,0
2014-07-02 02:50:00,442.3,0
2014-07-02 03:00:00,448.5,0
2014-07-02 03:10:00,319.8,0
2014-07-02 03:20:00,223.2,0
2014-07-02 03:30:00,195,0
2014-07-02 03:40:00,193,0
2014-07-02 03:50:00,254.5,0
2014-07-02 04:00:00,313.1,0
2014-07-02 04:10:00,342.5,0
2014-07-02 04:20:00,1497.9,1
2014-07-02 04:30:00,318.5,0
2014-07-02 04:40:00,180.4,0
2014-07-02 04:50:00,180.6,0
2014-07-02 05:00:00,180.3,0
2014-07-02 05:10:00,283.1,0
2014-07-02 05:20:00,282.1,0
2014-07-02 05:30:00,224.4,0
2014-07-02 05:40:00,151,0
2014-07-02 05:50:00,122,0
2014-07-02 06:00:00,122,0
2014-07-02 06:10:00,131.7,0
2014-07-02 06:20:00,231,0
2014-07-02 06:30:00,225.8,0
2014-07-02 06:40:00,217.1,0
2014-07-02 06:50:00,122.7,0
2014-07-02 07:00:00,122.7,0
2014-07-02 07:10:00,123,0
2014-07-02 07:20:00,144,0
2014-07-02 07:30:00,230.6,0
2014-07-02 07:40:00,226.2,0
2014-07-02 07:50:00,203.6,0
2014-07-02 08:00:00,121.5,0
2014-07-02 08:10:00,121,0
2014-07-02 08:20:00,121.9,0
2014-07-02 08:30:00,135.5,0
2014-07-02 08:40:00,229.3,0
2014-07-02 08:50:00,572,1
2014-07-02 09:00:00,871,1
2014-07-02 09:10:00,121.1,0
2014-07-02 09:20:00,121.4,0
2014-07-02 09:30:00,122,0
2014-07-02 09:40:00,121,0
2014-07-02 09:50:00,223.3,0
2014-07-02 10:00:00,224.4,0
2014-07-02 10:10:00,217.9,0
2014-07-02 10:20:00,121,0
2014-07-02 10:30:00,120.1,0
2014-07-02 10:40:00,120.4,0
2014-07-02 10:50:00,120,0
2014-07-02 11:00:00,195.8,0
2014-07-02 11:10:00,223.4,0
2014-07-02 11:20:00,222.5,0
2014-07-02 11:30:00,156.4,0
2014-07-02 11:40:00,119.3,0
2014-07-02 11:50:00,120,0
2014-07-02 12:00:00,119.7,0
2014-07-02 12:10:00,169.4,0
2014-07-02 12:20:00,224.2,0
2014-07-02 12:30:00,221.3,0
2014-07-02 12:40:00,166.8,0
2014-07-02 12:50:00,119,0
2014-07-02 13:00:00,125.7,0
2014-07-02 13:10:00,142.5,0
2014-07-02 13:20:00,343.6,0
2014-07-02 13:30:00,387,0
2014-07-02 13:40:00,518.1,0
2014-07-02 13:50:00,1307.1,0
2014-07-02 14:00:00,481.2,0
2014-07-02 14:10:00,284.4,0
2014-07-02 14:20:00,247.1,0
2014-07-02 14:30:00,2307,1
2014-07-02 14:40:00,1052.5,1
2014-07-02 14:50:00,338.3,0
2014-07-02 15:00:00,312.4,0
2014-07-02 15:10:00,215,0
2014-07-02 15:20:00,189,0
2014-07-02 15:30:00,188.2,0
2014-07-02 15:40:00,188.2,0
2014-07-02 15:50:00,201.4,0
2014-07-02 16:00:00,235.2,0
2014-07-02 16:10:00,231.7,0
2014-07-02 16:20:00,221.6,0
2014-07-02 16:30:00,128.5,0
2014-07-02 16:40:00,128.9,0
2014-07-02 16:50:00,128.5,0
2014-07-02 17:00:00,129,0
2014-07-02 17:10:00,196.2,0
2014-07-02 17:20:00,231.7,0
2014-07-02 17:30:00,229.2,0
2014-07-02 17:40:00,181.6,0
2014-07-02 17:50:00,127,0
2014-07-02 18:00:00,139.2,0
2014-07-02 18:10:00,271.2,0
2014-07-02 18:20:00,1494.9,1
2014-07-02 18:30:00,575.6,0
2014-07-02 18:40:00,3106.2,1
2014-07-02 18:50:00,332.9,0
2014-07-02 19:00:00,319.5,0
2014-07-02 19:10:00,280.9,0
2014-07-02 19:20:00,183.4,0
2014-07-02 19:30:00,183.3,0
2014-07-02 19:40:00,183.1,0
2014-07-02 19:50:00,226.7,0
2014-07-02 20:00:00,338,0
2014-07-02 20:10:00,314.8,0
2014-07-02 20:20:00,293.8,0
2014-07-02 20:30:00,261.9,0
